"","seqnames","start","end","width","strand"
"2838","NW_016094297.1",1679210,1679210,1,"+"
"2839","NW_016094240.1",7714609,7714609,1,"+"
"2840","NW_016094273.1",301263,301263,1,"+"
"2841","NW_016094360.1",1191480,1191480,1,"-"
"2842","NW_016094272.1",484707,484707,1,"+"
"2843","NW_016096765.1",2090,2090,1,"+"
"2844","NW_016094240.1",4342083,4342083,1,"+"
"2845","NW_016094307.1",1144878,1144878,1,"-"
"2846","NW_016094255.1",3897962,3897962,1,"+"
"2847","NW_016094365.1",1014254,1014254,1,"+"
"2848","NW_016094252.1",6010000,6010000,1,"+"
"2849","NW_016094403.1",147318,147318,1,"-"
"2850","NW_016094611.1",139138,139138,1,"-"
"2851","NW_016094395.1",48227,48227,1,"+"
"2852","NW_016094512.1",70440,70440,1,"-"
"2853","NW_016094240.1",8041516,8041516,1,"-"
"2854","NW_016094242.1",5261703,5261703,1,"-"
"2855","NW_016094305.1",876180,876180,1,"-"
"2856","NW_016094330.1",815451,815451,1,"-"
"2857","NW_016094370.1",708857,708857,1,"+"
"2858","NW_016094418.1",564787,564787,1,"-"
"2859","NW_016094277.1",3497297,3497297,1,"+"
"2860","NW_016094244.1",1779939,1779939,1,"+"
"2861","NW_016094955.1",15254,15254,1,"+"
"2862","NW_016094319.1",1008287,1008287,1,"+"
"2863","NW_016094255.1",3710473,3710473,1,"-"
"2864","NW_016094291.1",2948988,2948988,1,"+"
"2865","NW_016094335.1",96798,96798,1,"+"
"2866","NW_016094294.1",2825956,2825956,1,"+"
"2867","NW_016094718.1",49282,49282,1,"+"
"2868","NW_016094242.1",4180376,4180376,1,"+"
"2869","NW_016094253.1",49201,49201,1,"-"
"2870","NW_016094245.1",5328862,5328862,1,"+"
"2871","NW_016094295.1",1726627,1726627,1,"-"
"2872","NW_016094417.1",231888,231888,1,"-"
"2873","NW_016094289.1",545978,545978,1,"+"
"2874","NW_016094252.1",3621487,3621487,1,"-"
"2875","NW_016094246.1",3743646,3743646,1,"+"
"2876","NW_016094447.1",100975,100975,1,"+"
"2877","NW_016094241.1",7524933,7524933,1,"+"
"2878","NW_016094253.1",2810655,2810655,1,"-"
"2879","NW_016094350.1",1500045,1500045,1,"-"
"2880","NW_016094514.1",140102,140102,1,"+"
"2881","NW_016094260.1",2194702,2194702,1,"+"
"2882","NW_016094433.1",30887,30887,1,"-"
"2883","NW_016094272.1",2762934,2762934,1,"-"
"2884","NW_016094278.1",348637,348637,1,"+"
"2885","NW_016094240.1",5007297,5007297,1,"-"
"2886","NW_016094258.1",208466,208466,1,"-"
"2887","NW_016094247.1",2423613,2423613,1,"-"
"2888","NW_016094346.1",23792,23792,1,"+"
"2889","NW_016094294.1",2357226,2357226,1,"-"
"2890","NW_016094254.1",3451520,3451520,1,"+"
"2891","NW_016096198.1",2886,2886,1,"+"
"2892","NW_016094329.1",1094936,1094936,1,"-"
"2893","NW_016094255.1",2757961,2757961,1,"+"
"2894","NW_016094269.1",1144465,1144465,1,"-"
"2895","NW_016094306.1",1292111,1292111,1,"-"
"2896","NW_016094290.1",2451797,2451797,1,"-"
"2897","NW_016094269.1",3742467,3742467,1,"-"
"2898","NW_016094243.1",6488661,6488661,1,"+"
"2899","NW_016094261.1",1119937,1119937,1,"-"
"2900","NW_016095748.1",127,127,1,"-"
"2901","NW_016094249.1",1348128,1348128,1,"-"
"2902","NW_016094252.1",5121085,5121085,1,"+"
"2903","NW_016094518.1",164724,164724,1,"+"
"2904","NW_016094255.1",1275628,1275628,1,"-"
"2905","NW_016094240.1",5786008,5786008,1,"-"
"2906","NW_016094309.1",1683204,1683204,1,"+"
"2907","NW_016094257.1",4172199,4172199,1,"+"
"2908","NW_016094322.1",318574,318574,1,"-"
"2909","NW_016094241.1",7368363,7368363,1,"+"
"2910","NW_016094249.1",3546193,3546193,1,"-"
"2911","NW_016094249.1",4753137,4753137,1,"+"
"2912","NW_016094309.1",1131147,1131147,1,"-"
"2913","NW_016094430.1",182223,182223,1,"+"
"2914","NW_016094241.1",5833658,5833658,1,"-"
"2915","NW_016094308.1",2125593,2125593,1,"+"
"2916","NW_016094240.1",10016204,10016204,1,"-"
"2917","NW_016094241.1",11183477,11183477,1,"+"
"2918","NW_016094324.1",177396,177396,1,"+"
"2919","NW_016094281.1",1210111,1210111,1,"+"
"2920","NW_016094259.1",3882666,3882666,1,"+"
"2921","NW_016094253.1",2155072,2155072,1,"-"
"2922","NW_016094245.1",7169225,7169225,1,"-"
"2923","NW_016094597.1",21996,21996,1,"+"
"2924","NW_016094263.1",66772,66772,1,"+"
"2925","NW_016094647.1",193381,193381,1,"-"
"2926","NW_016094586.1",251966,251966,1,"-"
"2927","NW_016094521.1",253692,253692,1,"+"
"2928","NW_016094267.1",2802828,2802828,1,"-"
"2929","NW_016094265.1",1125326,1125326,1,"-"
"2930","NW_016094240.1",5870958,5870958,1,"-"
"2931","NW_016094290.1",1301939,1301939,1,"+"
"2932","NW_016094290.1",3032691,3032691,1,"+"
"2933","NW_016094574.1",114524,114524,1,"+"
"2934","NW_016094264.1",3628644,3628644,1,"-"
"2935","NW_016094251.1",5400533,5400533,1,"+"
"2936","NW_016094282.1",72108,72108,1,"-"
"2937","NW_016094350.1",125134,125134,1,"+"
"2938","NW_016094269.1",836483,836483,1,"+"
"2939","NW_016094307.1",1258286,1258286,1,"-"
"2940","NW_016094470.1",40309,40309,1,"+"
"2941","NW_016094254.1",4310446,4310446,1,"+"
"2942","NW_016094612.1",12078,12078,1,"+"
"2943","NW_016094289.1",1812606,1812606,1,"+"
"2944","NW_016094383.1",407824,407824,1,"-"
"2945","NW_016094309.1",378660,378660,1,"+"
"2946","NW_016094260.1",497961,497961,1,"+"
"2947","NW_016094750.1",91514,91514,1,"+"
"2948","NW_016094261.1",4390496,4390496,1,"+"
"2949","NW_016094248.1",6493228,6493228,1,"-"
"2950","NW_016094477.1",471249,471249,1,"+"
"2951","NW_016094618.1",114481,114481,1,"-"
"2952","NW_016094644.1",15972,15972,1,"+"
"2953","NW_016094288.1",1026939,1026939,1,"+"
"2954","NW_016094578.1",264316,264316,1,"+"
"2955","NW_016094272.1",2725734,2725734,1,"-"
"2956","NW_016094243.1",3077773,3077773,1,"+"
"2957","NW_016094310.1",556367,556367,1,"-"
"2958","NW_016094278.1",1666856,1666856,1,"+"
"2959","NW_016094523.1",382949,382949,1,"-"
"2960","NW_016094414.1",287306,287306,1,"-"
"2961","NW_016094389.1",945568,945568,1,"-"
"2962","NW_016094458.1",393207,393207,1,"-"
"2963","NW_016094242.1",6689336,6689336,1,"-"
"2964","NW_016094976.1",6377,6377,1,"-"
"2965","NW_016094364.1",689348,689348,1,"-"
"2966","NW_016094354.1",1178732,1178732,1,"-"
"2967","NW_016094425.1",23188,23188,1,"-"
"2968","NW_016094307.1",164786,164786,1,"-"
"2969","NW_016094437.1",735557,735557,1,"-"
"2970","NW_016094264.1",2909026,2909026,1,"+"
"2971","NW_016094415.1",567080,567080,1,"+"
"2972","NW_016094369.1",617835,617835,1,"+"
"2973","NW_016094242.1",4726589,4726589,1,"-"
"2974","NW_016094247.1",2824796,2824796,1,"+"
"2975","NW_016095002.1",29876,29876,1,"+"
"2976","NW_016094478.1",411782,411782,1,"+"
"2977","NW_016094258.1",4437264,4437264,1,"-"
"2978","NW_016094274.1",905167,905167,1,"+"
"2979","NW_016094339.1",219691,219691,1,"+"
"2980","NW_016094260.1",4313715,4313715,1,"+"
"2981","NW_016094412.1",388571,388571,1,"+"
"2982","NW_016096374.1",308,308,1,"+"
"2983","NW_016094598.1",136244,136244,1,"-"
"2984","NW_016094259.1",2993347,2993347,1,"+"
"2985","NW_016094246.1",1932025,1932025,1,"+"
"2986","NW_016094311.1",1676757,1676757,1,"-"
"2987","NW_016094383.1",765840,765840,1,"-"
"2988","NW_016094244.1",4793176,4793176,1,"+"
"2989","NW_016094246.1",1419286,1419286,1,"+"
"2990","NW_016094324.1",1590943,1590943,1,"+"
"2991","NW_016094750.1",142130,142130,1,"-"
"2992","NW_016094442.1",297477,297477,1,"-"
"2993","NW_016094675.1",175227,175227,1,"+"
"2994","NW_016094349.1",1148779,1148779,1,"-"
"2995","NW_016094393.1",209459,209459,1,"+"
"2996","NW_016094287.1",769700,769700,1,"+"
"2997","NW_016094246.1",2670250,2670250,1,"-"
"2998","NW_016094381.1",841925,841925,1,"+"
"2999","NW_016094300.1",1156101,1156101,1,"-"
"3000","NW_016094242.1",6713600,6713600,1,"+"
"3001","NW_016094333.1",1958207,1958207,1,"-"
"3002","NW_016094260.1",1146463,1146463,1,"-"
"3003","NW_016094325.1",880429,880429,1,"+"
"3004","NW_016094801.1",95365,95365,1,"+"
"3005","NW_016094242.1",2550680,2550680,1,"+"
"3006","NW_016094244.1",8364871,8364871,1,"+"
"3007","NW_016094396.1",645743,645743,1,"+"
"3008","NW_016094251.1",480729,480729,1,"+"
"3009","NW_016094440.1",665130,665130,1,"+"
"3010","NW_016096983.1",3926,3926,1,"-"
"3011","NW_016094956.1",83528,83528,1,"-"
"3012","NW_016094281.1",349852,349852,1,"-"
"3013","NW_016094339.1",715487,715487,1,"-"
"3014","NW_016094384.1",1088121,1088121,1,"+"
"3015","NW_016094242.1",3485952,3485952,1,"+"
"3016","NW_016094411.1",442779,442779,1,"+"
"3017","NW_016094301.1",363702,363702,1,"-"
"3018","NW_016094248.1",2500695,2500695,1,"-"
"3019","NW_016094415.1",882889,882889,1,"-"
"3020","NW_016094363.1",291189,291189,1,"+"
"3021","NW_016094376.1",640555,640555,1,"-"
"3022","NW_016094581.1",277443,277443,1,"-"
"3023","NW_016094961.1",81142,81142,1,"+"
"3024","NW_016094279.1",1109064,1109064,1,"-"
"3025","NW_016094312.1",1753148,1753148,1,"+"
"3026","NW_016094341.1",558945,558945,1,"-"
"3027","NW_016094339.1",1311074,1311074,1,"+"
"3028","NW_016094274.1",2587813,2587813,1,"-"
"3029","NW_016094267.1",3648467,3648467,1,"-"
"3030","NW_016094304.1",421712,421712,1,"-"
"3031","NW_016094967.1",10345,10345,1,"+"
"3032","NW_016094374.1",424521,424521,1,"-"
"3033","NW_016094319.1",2203719,2203719,1,"+"
"3034","NW_016094386.1",667685,667685,1,"-"
"3035","NW_016094353.1",1325755,1325755,1,"-"
"3036","NW_016094248.1",4562364,4562364,1,"-"
"3037","NW_016094317.1",208284,208284,1,"+"
"3038","NW_016094340.1",620862,620862,1,"-"
"3039","NW_016094272.1",1813566,1813566,1,"-"
"3040","NW_016094353.1",129576,129576,1,"+"
"3041","NW_016094409.1",114824,114824,1,"+"
"3042","NW_016094247.1",2076892,2076892,1,"-"
"3043","NW_016094245.1",3761371,3761371,1,"+"
"3044","NW_016094262.1",840665,840665,1,"-"
"3045","NW_016094504.1",170897,170897,1,"+"
"3046","NW_016094390.1",952539,952539,1,"+"
"3047","NW_016094240.1",4785433,4785433,1,"-"
"3048","NW_016094289.1",2639895,2639895,1,"-"
"3049","NW_016094843.1",75073,75073,1,"-"
"3050","NW_016094647.1",69411,69411,1,"+"
"3051","NW_016094256.1",1205789,1205789,1,"-"
"3052","NW_016094248.1",5964756,5964756,1,"+"
"3053","NW_016094312.1",1800284,1800284,1,"+"
"3054","NW_016094293.1",2184848,2184848,1,"+"
"3055","NW_016094342.1",365953,365953,1,"+"
"3056","NW_016094565.1",328986,328986,1,"-"
"3057","NW_016094309.1",767822,767822,1,"-"
"3058","NW_016094368.1",761666,761666,1,"+"
"3059","NW_016094277.1",62783,62783,1,"-"
"3060","NW_016094315.1",983617,983617,1,"+"
"3061","NW_016094250.1",2952059,2952059,1,"+"
"3062","NW_016094303.1",2254464,2254464,1,"+"
"3063","NW_016094398.1",547523,547523,1,"-"
"3064","NW_016094241.1",6207483,6207483,1,"-"
"3065","NW_016094338.1",172489,172489,1,"-"
"3066","NW_016094279.1",3592617,3592617,1,"-"
"3067","NW_016094257.1",2673397,2673397,1,"+"
"3068","NW_016094447.1",99732,99732,1,"+"
"3069","NW_016094254.1",5393518,5393518,1,"-"
"3070","NW_016094373.1",931744,931744,1,"+"
"3071","NW_016094246.1",4276210,4276210,1,"+"
"3072","NW_016094282.1",696682,696682,1,"-"
"3073","NW_016094288.1",745958,745958,1,"+"
"3074","NW_016094297.1",705667,705667,1,"-"
"3075","NW_016094244.1",7501944,7501944,1,"-"
"3076","NW_016094266.1",2967288,2967288,1,"+"
"3077","NW_016094271.1",3247888,3247888,1,"-"
"3078","NW_016094417.1",772711,772711,1,"-"
"3079","NW_016094241.1",5032923,5032923,1,"+"
"3080","NW_016094347.1",635407,635407,1,"-"
"3081","NW_016094415.1",326710,326710,1,"-"
"3082","NW_016094581.1",7233,7233,1,"-"
"3083","NW_016094510.1",63909,63909,1,"-"
"3084","NW_016094270.1",385298,385298,1,"+"
"3085","NW_016094640.1",247274,247274,1,"-"
"3086","NW_016094412.1",635032,635032,1,"-"
"3087","NW_016094244.1",2607211,2607211,1,"+"
"3088","NW_016094694.1",196344,196344,1,"+"
"3089","NW_016095264.1",20004,20004,1,"-"
"3090","NW_016094903.1",37026,37026,1,"-"
"3091","NW_016094273.1",1607892,1607892,1,"-"
"3092","NW_016094944.1",91089,91089,1,"+"
"3093","NW_016094277.1",813325,813325,1,"+"
"3094","NW_016094372.1",53760,53760,1,"+"
"3095","NW_016094448.1",24073,24073,1,"-"
"3096","NW_016094296.1",104429,104429,1,"-"
"3097","NW_016094257.1",2493371,2493371,1,"-"
"3098","NW_016094732.1",174796,174796,1,"+"
"3099","NW_016094532.1",54691,54691,1,"+"
"3100","NW_016094258.1",4296263,4296263,1,"-"
"3101","NW_016094285.1",1572024,1572024,1,"-"
"3102","NW_016094289.1",3012982,3012982,1,"+"
"3103","NW_016094259.1",2631197,2631197,1,"-"
"3104","NW_016094289.1",131564,131564,1,"-"
"3105","NW_016094484.1",298949,298949,1,"+"
"3106","NW_016094287.1",2641936,2641936,1,"-"
"3107","NW_016094415.1",297825,297825,1,"+"
"3108","NW_016096643.1",4257,4257,1,"-"
"3109","NW_016094554.1",131101,131101,1,"+"
"3110","NW_016094243.1",8419341,8419341,1,"+"
"3111","NW_016094243.1",589109,589109,1,"+"
"3112","NW_016095665.1",17628,17628,1,"+"
"3113","NW_016094321.1",879835,879835,1,"+"
"3114","NW_016094246.1",6778769,6778769,1,"-"
"3115","NW_016095755.1",6870,6870,1,"-"
"3116","NW_016094313.1",811696,811696,1,"-"
"3117","NW_016094263.1",1060589,1060589,1,"+"
"3118","NW_016094374.1",612344,612344,1,"-"
"3119","NW_016094447.1",614647,614647,1,"+"
"3120","NW_016094271.1",2590577,2590577,1,"+"
"3121","NW_016094513.1",149692,149692,1,"+"
"3122","NW_016094535.1",14034,14034,1,"-"
"3123","NW_016094255.1",2751439,2751439,1,"+"
"3124","NW_016094501.1",478942,478942,1,"+"
"3125","NW_016094332.1",774545,774545,1,"-"
"3126","NW_016094255.1",3897984,3897984,1,"+"
"3127","NW_016094706.1",155638,155638,1,"+"
"3128","NW_016094298.1",30017,30017,1,"-"
"3129","NW_016094644.1",149512,149512,1,"-"
"3130","NW_016094422.1",507063,507063,1,"+"
"3131","NW_016094343.1",460798,460798,1,"+"
"3132","NW_016094322.1",109466,109466,1,"+"
"3133","NW_016094307.1",1613400,1613400,1,"+"
"3134","NW_016095282.1",6843,6843,1,"-"
"3135","NW_016095079.1",49233,49233,1,"+"
"3136","NW_016094574.1",166545,166545,1,"+"
"3137","NW_016094411.1",840865,840865,1,"+"
"3138","NW_016094279.1",471765,471765,1,"-"
"3139","NW_016094252.1",5399852,5399852,1,"+"
"3140","NW_016094256.1",1916176,1916176,1,"-"
"3141","NW_016094484.1",411407,411407,1,"-"
"3142","NW_016094530.1",8027,8027,1,"-"
"3143","NW_016094370.1",392244,392244,1,"-"
"3144","NW_016094833.1",3180,3180,1,"-"
"3145","NW_016094242.1",6796547,6796547,1,"+"
"3146","NW_016094374.1",1108895,1108895,1,"-"
"3147","NW_016094319.1",1238707,1238707,1,"+"
"3148","NW_016094437.1",694373,694373,1,"-"
"3149","NW_016094259.1",1094421,1094421,1,"-"
"3150","NW_016094457.1",268011,268011,1,"+"
"3151","NW_016094251.1",3872944,3872944,1,"-"
"3152","NW_016094345.1",886195,886195,1,"+"
"3153","NW_016094248.1",1303930,1303930,1,"+"
"3154","NW_016094282.1",2289721,2289721,1,"-"
"3155","NW_016095012.1",60156,60156,1,"+"
"3156","NW_016094304.1",1767654,1767654,1,"-"
"3157","NW_016094345.1",783291,783291,1,"+"
"3158","NW_016094253.1",812920,812920,1,"-"
"3159","NW_016094317.1",148352,148352,1,"-"
"3160","NW_016094295.1",625589,625589,1,"+"
"3161","NW_016094617.1",19580,19580,1,"-"
"3162","NW_016094492.1",418519,418519,1,"-"
"3163","NW_016094434.1",730317,730317,1,"-"
"3164","NW_016094351.1",403280,403280,1,"+"
"3165","NW_016094253.1",4804975,4804975,1,"+"
"3166","NW_016094307.1",1101117,1101117,1,"-"
"3167","NW_016094366.1",1191986,1191986,1,"+"
"3168","NW_016094256.1",482717,482717,1,"+"
"3169","NW_016094678.1",95083,95083,1,"-"
"3170","NW_016094366.1",506642,506642,1,"-"
"3171","NW_016094246.1",6311757,6311757,1,"+"
"3172","NW_016094616.1",235093,235093,1,"-"
"3173","NW_016094316.1",2137614,2137614,1,"-"
"3174","NW_016094247.1",2527802,2527802,1,"-"
"3175","NW_016094247.1",2527845,2527845,1,"-"
"3176","NW_016094246.1",5946065,5946065,1,"-"
"3177","NW_016094360.1",544660,544660,1,"+"
"3178","NW_016094252.1",3572004,3572004,1,"+"
"3179","NW_016095104.1",54569,54569,1,"-"
"3180","NW_016094371.1",50619,50619,1,"-"
"3181","NW_016094240.1",7571209,7571209,1,"-"
"3182","NW_016094321.1",753291,753291,1,"-"
"3183","NW_016094360.1",1157821,1157821,1,"+"
"3184","NW_016094396.1",9422,9422,1,"-"
"3185","NW_016094383.1",944308,944308,1,"+"
"3186","NW_016094478.1",463019,463019,1,"-"
"3187","NW_016094380.1",1047605,1047605,1,"-"
"3188","NW_016095247.1",20878,20878,1,"+"
"3189","NW_016094245.1",110983,110983,1,"-"
"3190","NW_016094253.1",2583308,2583308,1,"-"
"3191","NW_016094282.1",2442449,2442449,1,"+"
"3192","NW_016094637.1",106557,106557,1,"+"
"3193","NW_016094241.1",1130014,1130014,1,"+"
"3194","NW_016094527.1",451652,451652,1,"+"
"3195","NW_016094294.1",1706600,1706600,1,"-"
"3196","NW_016094322.1",318350,318350,1,"-"
"3197","NW_016094260.1",4447622,4447622,1,"+"
"3198","NW_016094241.1",5032924,5032924,1,"-"
"3199","NW_016094242.1",3605076,3605076,1,"+"
"3200","NW_016094246.1",3727106,3727106,1,"-"
"3201","NW_016094247.1",2275875,2275875,1,"-"
"3202","NW_016094318.1",1853389,1853389,1,"+"
"3203","NW_016094457.1",277513,277513,1,"-"
"3204","NW_016094246.1",2127811,2127811,1,"+"
"3205","NW_016094299.1",2632863,2632863,1,"+"
"3206","NW_016094896.1",102244,102244,1,"+"
"3207","NW_016094274.1",672668,672668,1,"+"
"3208","NW_016094299.1",1750510,1750510,1,"-"
"3209","NW_016094290.1",1989195,1989195,1,"+"
"3210","NW_016094298.1",2672679,2672679,1,"-"
"3211","NW_016094456.1",291239,291239,1,"+"
"3212","NW_016094270.1",3048486,3048486,1,"+"
"3213","NW_016094513.1",355682,355682,1,"+"
"3214","NW_016094261.1",4616315,4616315,1,"-"
"3215","NW_016094429.1",242402,242402,1,"+"
"3216","NW_016094984.1",27171,27171,1,"+"
"3217","NW_016094240.1",2892784,2892784,1,"-"
"3218","NW_016094263.1",3243831,3243831,1,"+"
"3219","NW_016094453.1",106827,106827,1,"+"
"3220","NW_016094243.1",4770158,4770158,1,"+"
"3221","NW_016094347.1",294023,294023,1,"+"
"3222","NW_016094306.1",370632,370632,1,"-"
"3223","NW_016096253.1",9251,9251,1,"-"
"3224","NW_016094637.1",99649,99649,1,"+"
"3225","NW_016094340.1",784814,784814,1,"-"
"3226","NW_016094445.1",708161,708161,1,"-"
"3227","NW_016094277.1",1323389,1323389,1,"-"
"3228","NW_016094242.1",3418239,3418239,1,"+"
"3229","NW_016094254.1",3451553,3451553,1,"+"
"3230","NW_016094423.1",742145,742145,1,"+"
"3231","NW_016094252.1",1965779,1965779,1,"+"
"3232","NW_016095590.1",9489,9489,1,"+"
"3233","NW_016094572.1",137121,137121,1,"+"
"3234","NW_016094359.1",257479,257479,1,"-"
"3235","NW_016094365.1",438959,438959,1,"+"
"3236","NW_016095138.1",47284,47284,1,"+"
"3237","NW_016094330.1",1367600,1367600,1,"+"
"3238","NW_016094251.1",4421528,4421528,1,"+"
"3239","NW_016094446.1",261313,261313,1,"-"
"3240","NW_016094277.1",1153354,1153354,1,"+"
"3241","NW_016094301.1",2039300,2039300,1,"+"
"3242","NW_016094365.1",1004169,1004169,1,"-"
"3243","NW_016094279.1",2268617,2268617,1,"+"
"3244","NW_016094349.1",16179,16179,1,"+"
"3245","NW_016094274.1",599008,599008,1,"-"
"3246","NW_016094390.1",186892,186892,1,"+"
"3247","NW_016094271.1",3230870,3230870,1,"+"
"3248","NW_016094583.1",121310,121310,1,"+"
"3249","NW_016094242.1",2190720,2190720,1,"+"
"3250","NW_016094242.1",8113714,8113714,1,"+"
"3251","NW_016094241.1",738826,738826,1,"+"
"3252","NW_016094269.1",846222,846222,1,"-"
"3253","NW_016094371.1",217417,217417,1,"+"
"3254","NW_016094311.1",756529,756529,1,"-"
"3255","NW_016094414.1",703675,703675,1,"+"
"3256","NW_016094345.1",738824,738824,1,"-"
"3257","NW_016094241.1",9583205,9583205,1,"+"
"3258","NW_016094270.1",3911490,3911490,1,"+"
"3259","NW_016094560.1",117383,117383,1,"+"
"3260","NW_016094244.1",2848215,2848215,1,"+"
"3261","NW_016094253.1",3928771,3928771,1,"-"
"3262","NW_016094783.1",139452,139452,1,"+"
"3263","NW_016094240.1",10006125,10006125,1,"+"
"3264","NW_016094271.1",2562277,2562277,1,"-"
"3265","NW_016094279.1",2207816,2207816,1,"-"
"3266","NW_016094600.1",77468,77468,1,"+"
"3267","NW_016094554.1",171864,171864,1,"+"
"3268","NW_016094641.1",158395,158395,1,"+"
"3269","NW_016094277.1",3384730,3384730,1,"+"
"3270","NW_016094374.1",616813,616813,1,"-"
"3271","NW_016094281.1",2076545,2076545,1,"+"
"3272","NW_016094439.1",460433,460433,1,"+"
"3273","NW_016094261.1",387458,387458,1,"-"
"3274","NW_016095543.1",11852,11852,1,"-"
"3275","NW_016094316.1",180835,180835,1,"+"
"3276","NW_016094604.1",280654,280654,1,"+"
"3277","NW_016094305.1",242138,242138,1,"-"
"3278","NW_016094252.1",3074295,3074295,1,"+"
"3279","NW_016094282.1",1041762,1041762,1,"-"
"3280","NW_016094247.1",7070162,7070162,1,"+"
"3281","NW_016094299.1",1083572,1083572,1,"+"
"3282","NW_016094249.1",2589104,2589104,1,"-"
"3283","NW_016094240.1",3949620,3949620,1,"-"
"3284","NW_016094396.1",496693,496693,1,"+"
"3285","NW_016094338.1",1668900,1668900,1,"+"
"3286","NW_016094404.1",675265,675265,1,"-"
"3287","NW_016094765.1",6914,6914,1,"+"
"3288","NW_016094402.1",289304,289304,1,"+"
"3289","NW_016095798.1",13049,13049,1,"+"
"3290","NW_016094591.1",4732,4732,1,"+"
"3291","NW_016094488.1",467157,467157,1,"+"
"3292","NW_016094345.1",1602794,1602794,1,"-"
"3293","NW_016094270.1",2239825,2239825,1,"-"
"3294","NW_016096224.1",4242,4242,1,"+"
"3295","NW_016094242.1",9207480,9207480,1,"-"
"3296","NW_016094427.1",616303,616303,1,"-"
"3297","NW_016094340.1",774538,774538,1,"+"
"3298","NW_016095460.1",5314,5314,1,"+"
"3299","NW_016094279.1",511774,511774,1,"-"
"3300","NW_016094733.1",123398,123398,1,"-"
"3301","NW_016094392.1",420682,420682,1,"-"
"3302","NW_016094317.1",916738,916738,1,"+"
"3303","NW_016094264.1",3440981,3440981,1,"-"
"3304","NW_016094332.1",194174,194174,1,"-"
"3305","NW_016094624.1",152188,152188,1,"-"
"3306","NW_016094602.1",214471,214471,1,"+"
"3307","NW_016094447.1",272104,272104,1,"+"
"3308","NW_016094291.1",2990993,2990993,1,"-"
"3309","NW_016094257.1",1576190,1576190,1,"+"
"3310","NW_016094458.1",554408,554408,1,"+"
"3311","NW_016094317.1",2115548,2115548,1,"-"
"3312","NW_016094391.1",936034,936034,1,"+"
"3313","NW_016094251.1",2251232,2251232,1,"+"
"3314","NW_016095092.1",3293,3293,1,"+"
"3315","NW_016094523.1",445562,445562,1,"-"
"3316","NW_016094244.1",8717364,8717364,1,"+"
"3317","NW_016094245.1",7683160,7683160,1,"+"
"3318","NW_016094400.1",786662,786662,1,"-"
"3319","NW_016094260.1",1270468,1270468,1,"+"
"3320","NW_016094707.1",77304,77304,1,"+"
"3321","NW_016094240.1",11664516,11664516,1,"-"
"3322","NW_016094610.1",51622,51622,1,"-"
"3323","NW_016094412.1",428607,428607,1,"-"
"3324","NW_016094941.1",91587,91587,1,"+"
"3325","NW_016094403.1",40912,40912,1,"+"
"3326","NW_016094280.1",645789,645789,1,"-"
"3327","NW_016094282.1",619474,619474,1,"-"
"3328","NW_016094246.1",7219892,7219892,1,"-"
"3329","NW_016094532.1",237528,237528,1,"+"
"3330","NW_016094442.1",533510,533510,1,"+"
"3331","NW_016094240.1",1483332,1483332,1,"+"
"3332","NW_016094277.1",1953718,1953718,1,"+"
"3333","NW_016094320.1",412271,412271,1,"+"
"3334","NW_016094342.1",455455,455455,1,"+"
"3335","NW_016094639.1",166892,166892,1,"+"
"3336","NW_016094241.1",10530330,10530330,1,"+"
"3337","NW_016094597.1",86947,86947,1,"+"
"3338","NW_016094310.1",478743,478743,1,"-"
"3339","NW_016094587.1",234895,234895,1,"-"
"3340","NW_016094574.1",99831,99831,1,"+"
"3341","NW_016094285.1",2698303,2698303,1,"-"
"3342","NW_016094542.1",347634,347634,1,"-"
"3343","NW_016094278.1",583706,583706,1,"-"
"3344","NW_016094292.1",167620,167620,1,"-"
"3345","NW_016094262.1",2497333,2497333,1,"+"
"3346","NW_016094255.1",2720350,2720350,1,"+"
"3347","NW_016095229.1",26380,26380,1,"+"
"3348","NW_016094262.1",3798382,3798382,1,"+"
"3349","NW_016094726.1",5854,5854,1,"-"
"3350","NW_016094405.1",364785,364785,1,"+"
"3351","NW_016094400.1",96344,96344,1,"-"
"3352","NW_016094289.1",699817,699817,1,"-"
"3353","NW_016094630.1",139898,139898,1,"-"
"3354","NW_016094242.1",4641431,4641431,1,"+"
"3355","NW_016094245.1",2611603,2611603,1,"+"
"3356","NW_016094465.1",358480,358480,1,"-"
"3357","NW_016095529.1",5267,5267,1,"+"
"3358","NW_016095483.1",6542,6542,1,"-"
"3359","NW_016094588.1",329598,329598,1,"+"
"3360","NW_016094244.1",1221995,1221995,1,"+"
"3361","NW_016094423.1",458315,458315,1,"-"
"3362","NW_016094967.1",35149,35149,1,"+"
"3363","NW_016094249.1",4524964,4524964,1,"-"
"3364","NW_016094282.1",2514671,2514671,1,"+"
"3365","NW_016094240.1",11635661,11635661,1,"+"
"3366","NW_016094307.1",2005470,2005470,1,"+"
"3367","NW_016094242.1",8370490,8370490,1,"-"
"3368","NW_016094470.1",174874,174874,1,"-"
"3369","NW_016094733.1",77663,77663,1,"-"
"3370","NW_016094264.1",1601722,1601722,1,"+"
"3371","NW_016094242.1",8113655,8113655,1,"+"
"3372","NW_016094296.1",1099679,1099679,1,"+"
"3373","NW_016094274.1",1104627,1104627,1,"-"
"3374","NW_016094281.1",695604,695604,1,"-"
"3375","NW_016094500.1",454390,454390,1,"+"
"3376","NW_016094323.1",675173,675173,1,"-"
"3377","NW_016094453.1",605807,605807,1,"+"
