"","seqnames","start","end","width","strand"
"2263","NW_016094663.1",58916,58916,1,"+"
"2264","NW_016094279.1",2897721,2897721,1,"-"
"2265","NW_016094343.1",157210,157210,1,"-"
"2266","NW_016094420.1",591725,591725,1,"-"
"2267","NW_016094441.1",367194,367194,1,"-"
"2268","NW_016094583.1",184702,184702,1,"-"
"2269","NW_016094307.1",1654678,1654678,1,"+"
"2270","NW_016094513.1",358233,358233,1,"-"
"2271","NW_016094372.1",688051,688051,1,"+"
"2272","NW_016094247.1",3626793,3626793,1,"-"
"2273","NW_016094292.1",2875034,2875034,1,"+"
"2274","NW_016094273.1",3795943,3795943,1,"-"
"2275","NW_016094405.1",415732,415732,1,"-"
"2276","NW_016094242.1",77992,77992,1,"-"
"2277","NW_016094252.1",6350537,6350537,1,"+"
"2278","NW_016094398.1",788132,788132,1,"+"
"2279","NW_016094466.1",94444,94444,1,"+"
"2280","NW_016094287.1",1674042,1674042,1,"+"
"2281","NW_016094318.1",388973,388973,1,"-"
"2282","NW_016094300.1",836524,836524,1,"+"
"2283","NW_016094241.1",2548504,2548504,1,"+"
"2284","NW_016094362.1",1258857,1258857,1,"-"
"2285","NW_016094283.1",706643,706643,1,"+"
"2286","NW_016094354.1",119697,119697,1,"-"
"2287","NW_016094662.1",102845,102845,1,"-"
"2288","NW_016094279.1",2140828,2140828,1,"+"
"2289","NW_016094317.1",1284827,1284827,1,"+"
"2290","NW_016094335.1",1438043,1438043,1,"+"
"2291","NW_016094608.1",190958,190958,1,"-"
"2292","NW_016094315.1",2253241,2253241,1,"+"
"2293","NW_016094496.1",19348,19348,1,"-"
"2294","NW_016094871.1",37337,37337,1,"+"
"2295","NW_016094246.1",6343419,6343419,1,"+"
"2296","NW_016094249.1",5815490,5815490,1,"+"
"2297","NW_016094273.1",1380804,1380804,1,"+"
"2298","NW_016094265.1",3009023,3009023,1,"+"
"2299","NW_016094270.1",789044,789044,1,"-"
"2300","NW_016094343.1",1532089,1532089,1,"+"
"2301","NW_016094557.1",190357,190357,1,"-"
"2302","NW_016094308.1",183702,183702,1,"-"
"2303","NW_016094253.1",5015170,5015170,1,"+"
"2304","NW_016094388.1",18229,18229,1,"-"
"2305","NW_016094410.1",908610,908610,1,"-"
"2306","NW_016094271.1",1456148,1456148,1,"+"
"2307","NW_016094610.1",124379,124379,1,"-"
"2308","NW_016094611.1",224149,224149,1,"+"
"2309","NW_016094241.1",9718044,9718044,1,"-"
"2310","NW_016094523.1",87957,87957,1,"+"
"2311","NW_016096737.1",6832,6832,1,"-"
"2312","NW_016094251.1",1038797,1038797,1,"+"
"2313","NW_016094458.1",131324,131324,1,"+"
"2314","NW_016094448.1",694650,694650,1,"+"
"2315","NW_016094250.1",4680244,4680244,1,"+"
"2316","NW_016094343.1",995687,995687,1,"+"
"2317","NW_016094619.1",26951,26951,1,"+"
"2318","NW_016094559.1",231922,231922,1,"-"
"2319","NW_016094781.1",145899,145899,1,"+"
"2320","NW_016094332.1",222395,222395,1,"-"
"2321","NW_016094583.1",167817,167817,1,"-"
"2322","NW_016094275.1",3630118,3630118,1,"+"
"2323","NW_016094401.1",46498,46498,1,"-"
"2324","NW_016094990.1",54052,54052,1,"-"
"2325","NW_016094831.1",58195,58195,1,"-"
"2326","NW_016094476.1",81478,81478,1,"+"
"2327","NW_016094255.1",3949326,3949326,1,"+"
"2328","NW_016094357.1",544307,544307,1,"+"
"2329","NW_016094293.1",2401719,2401719,1,"+"
"2330","NW_016094353.1",653417,653417,1,"-"
"2331","NW_016094325.1",825910,825910,1,"+"
"2332","NW_016094256.1",2304669,2304669,1,"-"
"2333","NW_016095489.1",5962,5962,1,"-"
"2334","NW_016094385.1",856176,856176,1,"-"
"2335","NW_016094415.1",291895,291895,1,"+"
"2336","NW_016094270.1",273021,273021,1,"+"
"2337","NW_016094290.1",1013301,1013301,1,"-"
"2338","NW_016094257.1",1480105,1480105,1,"-"
"2339","NW_016094306.1",370632,370632,1,"-"
"2340","NW_016094252.1",3232358,3232358,1,"+"
"2341","NW_016094290.1",477159,477159,1,"+"
"2342","NW_016094291.1",2797716,2797716,1,"+"
"2343","NW_016094241.1",307665,307665,1,"-"
"2344","NW_016095126.1",16600,16600,1,"+"
"2345","NW_016094261.1",2330325,2330325,1,"-"
"2346","NW_016094300.1",2271375,2271375,1,"+"
"2347","NW_016094287.1",3085718,3085718,1,"+"
"2348","NW_016094246.1",6778778,6778778,1,"-"
"2349","NW_016094259.1",1091903,1091903,1,"-"
"2350","NW_016094549.1",301598,301598,1,"+"
"2351","NW_016094298.1",65414,65414,1,"-"
"2352","NW_016094731.1",65798,65798,1,"+"
"2353","NW_016094321.1",257890,257890,1,"+"
"2354","NW_016094514.1",358598,358598,1,"-"
"2355","NW_016097089.1",2462,2462,1,"-"
"2356","NW_016094286.1",3131982,3131982,1,"+"
"2357","NW_016094345.1",1539394,1539394,1,"-"
"2358","NW_016094253.1",1212471,1212471,1,"-"
"2359","NW_016094393.1",38866,38866,1,"-"
"2360","NW_016094332.1",502560,502560,1,"+"
"2361","NW_016094571.1",248196,248196,1,"-"
"2362","NW_016094267.1",1990470,1990470,1,"-"
"2363","NW_016094258.1",4253543,4253543,1,"-"
"2364","NW_016094642.1",15684,15684,1,"-"
"2365","NW_016094941.1",91587,91587,1,"+"
"2366","NW_016094251.1",6438311,6438311,1,"+"
"2367","NW_016094242.1",4680065,4680065,1,"-"
"2368","NW_016094248.1",4562364,4562364,1,"-"
"2369","NW_016094307.1",1564367,1564367,1,"-"
"2370","NW_016094446.1",628937,628937,1,"-"
"2371","NW_016094339.1",909925,909925,1,"-"
"2372","NW_016095272.1",24112,24112,1,"-"
"2373","NW_016094637.1",97828,97828,1,"+"
"2374","NW_016094444.1",536065,536065,1,"+"
"2375","NW_016094301.1",1206533,1206533,1,"+"
"2376","NW_016094383.1",393978,393978,1,"-"
"2377","NW_016094271.1",121015,121015,1,"+"
"2378","NW_016094529.1",47029,47029,1,"-"
"2379","NW_016094385.1",995372,995372,1,"-"
"2380","NW_016094255.1",1455905,1455905,1,"+"
"2381","NW_016094347.1",1533078,1533078,1,"-"
"2382","NW_016094651.1",229347,229347,1,"+"
"2383","NW_016094791.1",40727,40727,1,"+"
"2384","NW_016094493.1",300047,300047,1,"-"
"2385","NW_016094261.1",4158677,4158677,1,"+"
"2386","NW_016094307.1",180814,180814,1,"-"
"2387","NW_016094240.1",8188986,8188986,1,"+"
"2388","NW_016094307.1",299850,299850,1,"-"
"2389","NW_016094288.1",1073852,1073852,1,"-"
"2390","NW_016094864.1",82572,82572,1,"-"
"2391","NW_016094505.1",454263,454263,1,"+"
"2392","NW_016094246.1",3743675,3743675,1,"+"
"2393","NW_016094324.1",706883,706883,1,"+"
"2394","NW_016094344.1",221341,221341,1,"+"
"2395","NW_016094329.1",1056131,1056131,1,"-"
"2396","NW_016094544.1",158821,158821,1,"-"
"2397","NW_016095177.1",1461,1461,1,"-"
"2398","NW_016094372.1",1035180,1035180,1,"+"
"2399","NW_016094475.1",129293,129293,1,"+"
"2400","NW_016094378.1",1090035,1090035,1,"+"
"2401","NW_016094241.1",3072597,3072597,1,"-"
"2402","NW_016094293.1",2910581,2910581,1,"+"
"2403","NW_016094359.1",1294847,1294847,1,"-"
"2404","NW_016094643.1",207667,207667,1,"+"
"2405","NW_016094542.1",56724,56724,1,"+"
"2406","NW_016094310.1",122512,122512,1,"-"
"2407","NW_016094265.1",1349545,1349545,1,"-"
"2408","NW_016094250.1",3920015,3920015,1,"+"
"2409","NW_016094324.1",646450,646450,1,"-"
"2410","NW_016095621.1",12405,12405,1,"-"
"2411","NW_016094343.1",736039,736039,1,"+"
"2412","NW_016094279.1",1050207,1050207,1,"-"
"2413","NW_016094517.1",81369,81369,1,"-"
"2414","NW_016095101.1",43860,43860,1,"-"
"2415","NW_016094299.1",744188,744188,1,"-"
"2416","NW_016094347.1",635407,635407,1,"-"
"2417","NW_016094458.1",285547,285547,1,"+"
"2418","NW_016094301.1",1614130,1614130,1,"+"
"2419","NW_016094252.1",2969199,2969199,1,"+"
"2420","NW_016094294.1",836630,836630,1,"-"
"2421","NW_016094283.1",2432745,2432745,1,"+"
"2422","NW_016094278.1",719936,719936,1,"-"
"2423","NW_016094318.1",371049,371049,1,"-"
"2424","NW_016096409.1",247,247,1,"-"
"2425","NW_016094241.1",7669113,7669113,1,"-"
"2426","NW_016094328.1",572849,572849,1,"+"
"2427","NW_016094611.1",7459,7459,1,"-"
"2428","NW_016094337.1",1555457,1555457,1,"-"
"2429","NW_016094279.1",2266553,2266553,1,"+"
"2430","NW_016094274.1",1718321,1718321,1,"-"
"2431","NW_016094617.1",8576,8576,1,"-"
"2432","NW_016094248.1",1223201,1223201,1,"+"
"2433","NW_016094337.1",658639,658639,1,"-"
"2434","NW_016094262.1",2701523,2701523,1,"-"
"2435","NW_016095138.1",17862,17862,1,"+"
"2436","NW_016094317.1",1302263,1302263,1,"-"
"2437","NW_016094257.1",99968,99968,1,"+"
"2438","NW_016094357.1",1331906,1331906,1,"-"
"2439","NW_016094286.1",2802688,2802688,1,"+"
"2440","NW_016094312.1",1517695,1517695,1,"+"
"2441","NW_016094268.1",1351863,1351863,1,"+"
"2442","NW_016094258.1",4158184,4158184,1,"+"
"2443","NW_016094521.1",384115,384115,1,"+"
"2444","NW_016094451.1",523981,523981,1,"-"
"2445","NW_016094265.1",2904778,2904778,1,"+"
"2446","NW_016094656.1",246728,246728,1,"+"
"2447","NW_016094242.1",2741797,2741797,1,"+"
"2448","NW_016094332.1",503062,503062,1,"-"
"2449","NW_016094514.1",54348,54348,1,"-"
"2450","NW_016094344.1",1330751,1330751,1,"-"
"2451","NW_016094336.1",992450,992450,1,"+"
"2452","NW_016094255.1",41403,41403,1,"-"
"2453","NW_016094276.1",3557888,3557888,1,"-"
"2454","NW_016094260.1",3386680,3386680,1,"+"
"2455","NW_016094414.1",287309,287309,1,"-"
"2456","NW_016094242.1",6222252,6222252,1,"+"
"2457","NW_016094384.1",772916,772916,1,"+"
"2458","NW_016094278.1",1902363,1902363,1,"+"
"2459","NW_016094495.1",114163,114163,1,"-"
"2460","NW_016094602.1",80852,80852,1,"-"
"2461","NW_016094246.1",8075126,8075126,1,"+"
"2462","NW_016094349.1",739405,739405,1,"-"
"2463","NW_016094262.1",1660149,1660149,1,"+"
"2464","NW_016094503.1",267326,267326,1,"+"
"2465","NW_016094621.1",131860,131860,1,"+"
"2466","NW_016095366.1",13675,13675,1,"-"
"2467","NW_016094716.1",195741,195741,1,"-"
"2468","NW_016094272.1",3566964,3566964,1,"+"
"2469","NW_016094526.1",259475,259475,1,"+"
"2470","NW_016094306.1",837662,837662,1,"-"
"2471","NW_016094288.1",317609,317609,1,"+"
"2472","NW_016094270.1",3911490,3911490,1,"+"
"2473","NW_016094405.1",602379,602379,1,"-"
"2474","NW_016094838.1",25689,25689,1,"+"
"2475","NW_016094240.1",6035869,6035869,1,"+"
"2476","NW_016094269.1",2128587,2128587,1,"+"
"2477","NW_016094306.1",1006719,1006719,1,"-"
"2478","NW_016095021.1",18849,18849,1,"+"
"2479","NW_016094262.1",4570037,4570037,1,"+"
"2480","NW_016094301.1",2387458,2387458,1,"+"
"2481","NW_016094256.1",606972,606972,1,"+"
"2482","NW_016094287.1",2745208,2745208,1,"-"
"2483","NW_016094472.1",174701,174701,1,"-"
"2484","NW_016094281.1",110289,110289,1,"-"
"2485","NW_016094274.1",598557,598557,1,"+"
"2486","NW_016094357.1",1183750,1183750,1,"-"
"2487","NW_016096659.1",3627,3627,1,"-"
"2488","NW_016094412.1",414639,414639,1,"+"
"2489","NW_016094322.1",91129,91129,1,"+"
"2490","NW_016094287.1",1552313,1552313,1,"-"
"2491","NW_016094260.1",210914,210914,1,"-"
"2492","NW_016094534.1",439670,439670,1,"+"
"2493","NW_016095159.1",28129,28129,1,"-"
"2494","NW_016094336.1",539053,539053,1,"-"
"2495","NW_016094240.1",2033874,2033874,1,"+"
"2496","NW_016094662.1",154242,154242,1,"+"
"2497","NW_016094287.1",2717095,2717095,1,"+"
"2498","NW_016094265.1",2525898,2525898,1,"+"
"2499","NW_016094591.1",223211,223211,1,"-"
"2500","NW_016094300.1",257067,257067,1,"+"
"2501","NW_016096805.1",1231,1231,1,"-"
"2502","NW_016094251.1",4989801,4989801,1,"-"
"2503","NW_016094534.1",279343,279343,1,"-"
"2504","NW_016094277.1",926541,926541,1,"+"
"2505","NW_016094409.1",207014,207014,1,"-"
"2506","NW_016095423.1",14748,14748,1,"+"
"2507","NW_016094588.1",136239,136239,1,"-"
"2508","NW_016094484.1",466931,466931,1,"+"
"2509","NW_016094247.1",4814998,4814998,1,"+"
"2510","NW_016094334.1",962338,962338,1,"+"
"2511","NW_016094516.1",241334,241334,1,"-"
"2512","NW_016094264.1",1959545,1959545,1,"-"
"2513","NW_016094272.1",1670512,1670512,1,"+"
"2514","NW_016094259.1",827393,827393,1,"-"
"2515","NW_016094241.1",4089300,4089300,1,"+"
"2516","NW_016094243.1",5311997,5311997,1,"-"
"2517","NW_016094249.1",3447738,3447738,1,"-"
"2518","NW_016094397.1",545848,545848,1,"-"
"2519","NW_016094255.1",1275759,1275759,1,"-"
"2520","NW_016094820.1",35540,35540,1,"+"
"2521","NW_016094262.1",4258507,4258507,1,"-"
"2522","NW_016094301.1",1044672,1044672,1,"+"
"2523","NW_016094259.1",2203007,2203007,1,"-"
"2524","NW_016094261.1",4057935,4057935,1,"+"
"2525","NW_016094365.1",959336,959336,1,"-"
"2526","NW_016094300.1",386397,386397,1,"-"
"2527","NW_016094274.1",2535150,2535150,1,"-"
"2528","NW_016094639.1",106488,106488,1,"-"
"2529","NW_016094305.1",2486932,2486932,1,"+"
"2530","NW_016094383.1",1063364,1063364,1,"-"
"2531","NW_016094249.1",978569,978569,1,"-"
"2532","NW_016094289.1",1190269,1190269,1,"+"
"2533","NW_016094674.1",148975,148975,1,"+"
"2534","NW_016094253.1",1441134,1441134,1,"-"
"2535","NW_016094512.1",436271,436271,1,"-"
"2536","NW_016095403.1",16153,16153,1,"-"
"2537","NW_016094322.1",2070187,2070187,1,"-"
"2538","NW_016094242.1",1148556,1148556,1,"+"
"2539","NW_016094647.1",184918,184918,1,"-"
"2540","NW_016094242.1",4331980,4331980,1,"-"
"2541","NW_016094265.1",3200309,3200309,1,"+"
"2542","NW_016094263.1",4036989,4036989,1,"+"
"2543","NW_016096450.1",7892,7892,1,"+"
"2544","NW_016094452.1",550263,550263,1,"-"
"2545","NW_016094249.1",3111726,3111726,1,"+"
"2546","NW_016096579.1",1844,1844,1,"+"
"2547","NW_016094664.1",209258,209258,1,"+"
"2548","NW_016094671.1",66763,66763,1,"+"
"2549","NW_016094328.1",1750633,1750633,1,"-"
"2550","NW_016094255.1",3771189,3771189,1,"+"
"2551","NW_016094289.1",792088,792088,1,"-"
"2552","NW_016094248.1",356352,356352,1,"+"
"2553","NW_016094464.1",210193,210193,1,"+"
"2554","NW_016095748.1",139,139,1,"-"
"2555","NW_016094250.1",605524,605524,1,"-"
"2556","NW_016094340.1",1029798,1029798,1,"+"
"2557","NW_016094241.1",7393856,7393856,1,"-"
"2558","NW_016094893.1",85177,85177,1,"+"
"2559","NW_016094244.1",5422796,5422796,1,"+"
"2560","NW_016094421.1",510058,510058,1,"-"
"2561","NW_016094274.1",1160966,1160966,1,"-"
"2562","NW_016094246.1",1635193,1635193,1,"+"
"2563","NW_016094304.1",594817,594817,1,"+"
"2564","NW_016094298.1",1628401,1628401,1,"+"
"2565","NW_016094261.1",2646569,2646569,1,"+"
"2566","NW_016094399.1",2052,2052,1,"-"
"2567","NW_016095136.1",47909,47909,1,"-"
"2568","NW_016095717.1",9641,9641,1,"-"
"2569","NW_016094271.1",3554974,3554974,1,"+"
"2570","NW_016094242.1",4599546,4599546,1,"-"
"2571","NW_016094258.1",2061241,2061241,1,"-"
"2572","NW_016094317.1",425966,425966,1,"+"
"2573","NW_016094342.1",365953,365953,1,"+"
"2574","NW_016094297.1",223902,223902,1,"-"
"2575","NW_016094255.1",2751478,2751478,1,"+"
"2576","NW_016094250.1",2183027,2183027,1,"+"
"2577","NW_016094282.1",2289721,2289721,1,"-"
"2578","NW_016094245.1",7122095,7122095,1,"-"
"2579","NW_016094518.1",48075,48075,1,"+"
"2580","NW_016094756.1",35134,35134,1,"-"
"2581","NW_016094246.1",6000367,6000367,1,"+"
"2582","NW_016094257.1",4069986,4069986,1,"-"
"2583","NW_016094309.1",50101,50101,1,"-"
"2584","NW_016094334.1",310900,310900,1,"+"
"2585","NW_016094392.1",201189,201189,1,"-"
"2586","NW_016096994.1",1058,1058,1,"+"
"2587","NW_016094345.1",106889,106889,1,"-"
"2588","NW_016094319.1",516534,516534,1,"+"
"2589","NW_016094298.1",831329,831329,1,"-"
"2590","NW_016094503.1",267591,267591,1,"-"
"2591","NW_016096273.1",10301,10301,1,"-"
"2592","NW_016094277.1",122370,122370,1,"-"
"2593","NW_016094274.1",3379850,3379850,1,"-"
"2594","NW_016094730.1",108239,108239,1,"+"
"2595","NW_016094263.1",3934159,3934159,1,"-"
"2596","NW_016094255.1",2720350,2720350,1,"+"
"2597","NW_016094433.1",754321,754321,1,"-"
"2598","NW_016094457.1",116984,116984,1,"+"
"2599","NW_016094944.1",53895,53895,1,"+"
"2600","NW_016094630.1",139898,139898,1,"-"
"2601","NW_016094286.1",2328440,2328440,1,"-"
"2602","NW_016094805.1",56695,56695,1,"-"
"2603","NW_016094268.1",781641,781641,1,"-"
"2604","NW_016094276.1",1430248,1430248,1,"+"
"2605","NW_016094252.1",4258893,4258893,1,"+"
"2606","NW_016094317.1",1372805,1372805,1,"+"
"2607","NW_016095890.1",13560,13560,1,"-"
"2608","NW_016094270.1",3048486,3048486,1,"+"
"2609","NW_016095746.1",7581,7581,1,"-"
"2610","NW_016094242.1",9205540,9205540,1,"-"
"2611","NW_016094294.1",1420311,1420311,1,"+"
"2612","NW_016094523.1",410497,410497,1,"-"
"2613","NW_016095016.1",18023,18023,1,"-"
"2614","NW_016095180.1",11753,11753,1,"-"
"2615","NW_016094359.1",206178,206178,1,"-"
"2616","NW_016094247.1",4864405,4864405,1,"-"
"2617","NW_016094267.1",2617835,2617835,1,"+"
"2618","NW_016094387.1",1055431,1055431,1,"-"
"2619","NW_016094339.1",1122274,1122274,1,"-"
"2620","NW_016094246.1",4627651,4627651,1,"-"
"2621","NW_016094423.1",848139,848139,1,"+"
"2622","NW_016094294.1",1179342,1179342,1,"-"
"2623","NW_016094365.1",415926,415926,1,"-"
"2624","NW_016094252.1",5856654,5856654,1,"+"
"2625","NW_016094241.1",5147768,5147768,1,"-"
"2626","NW_016094241.1",8305794,8305794,1,"+"
"2627","NW_016094907.1",46676,46676,1,"+"
"2628","NW_016095276.1",22203,22203,1,"+"
"2629","NW_016094673.1",193006,193006,1,"+"
"2630","NW_016094284.1",741351,741351,1,"-"
"2631","NW_016094273.1",3422347,3422347,1,"+"
"2632","NW_016094240.1",7538066,7538066,1,"+"
"2633","NW_016094744.1",17336,17336,1,"-"
"2634","NW_016094310.1",543294,543294,1,"-"
"2635","NW_016094378.1",521605,521605,1,"+"
"2636","NW_016094328.1",1905542,1905542,1,"+"
"2637","NW_016094307.1",556958,556958,1,"+"
"2638","NW_016094366.1",468620,468620,1,"-"
"2639","NW_016094780.1",20843,20843,1,"+"
"2640","NW_016094281.1",1163094,1163094,1,"-"
"2641","NW_016094591.1",290414,290414,1,"+"
"2642","NW_016094246.1",591079,591079,1,"-"
"2643","NW_016094249.1",6019262,6019262,1,"-"
"2644","NW_016094495.1",152629,152629,1,"-"
"2645","NW_016094277.1",2441524,2441524,1,"+"
"2646","NW_016094273.1",2345764,2345764,1,"+"
"2647","NW_016094328.1",281329,281329,1,"+"
"2648","NW_016094394.1",610109,610109,1,"+"
"2649","NW_016094243.1",6797393,6797393,1,"-"
"2650","NW_016094534.1",165421,165421,1,"+"
"2651","NW_016094574.1",79489,79489,1,"+"
"2652","NW_016094316.1",759409,759409,1,"+"
"2653","NW_016094317.1",2107168,2107168,1,"-"
"2654","NW_016094268.1",3449342,3449342,1,"-"
"2655","NW_016094512.1",435858,435858,1,"+"
"2656","NW_016094271.1",602091,602091,1,"-"
"2657","NW_016094242.1",6236768,6236768,1,"-"
"2658","NW_016094365.1",1014407,1014407,1,"-"
"2659","NW_016095036.1",8175,8175,1,"+"
"2660","NW_016094843.1",39230,39230,1,"+"
"2661","NW_016094281.1",3308091,3308091,1,"-"
"2662","NW_016094417.1",317983,317983,1,"+"
"2663","NW_016094254.1",4598962,4598962,1,"-"
"2664","NW_016094542.1",423354,423354,1,"-"
"2665","NW_016094496.1",165662,165662,1,"-"
"2666","NW_016094260.1",3602116,3602116,1,"-"
"2667","NW_016094843.1",46610,46610,1,"+"
"2668","NW_016094341.1",927947,927947,1,"-"
"2669","NW_016094369.1",47161,47161,1,"+"
"2670","NW_016096039.1",4883,4883,1,"+"
"2671","NW_016094815.1",36851,36851,1,"-"
"2672","NW_016094369.1",617687,617687,1,"-"
"2673","NW_016094780.1",35692,35692,1,"-"
"2674","NW_016094245.1",7192070,7192070,1,"+"
"2675","NW_016094253.1",107265,107265,1,"+"
"2676","NW_016095277.1",6465,6465,1,"-"
"2677","NW_016094290.1",782585,782585,1,"+"
"2678","NW_016094384.1",543847,543847,1,"+"
"2679","NW_016095234.1",22238,22238,1,"+"
"2680","NW_016094244.1",1548519,1548519,1,"+"
"2681","NW_016094242.1",8552024,8552024,1,"+"
"2682","NW_016094700.1",166246,166246,1,"+"
"2683","NW_016094241.1",3591882,3591882,1,"+"
"2684","NW_016097062.1",196,196,1,"+"
"2685","NW_016094451.1",335777,335777,1,"-"
"2686","NW_016094372.1",53760,53760,1,"+"
"2687","NW_016094279.1",2271641,2271641,1,"-"
"2688","NW_016094278.1",583706,583706,1,"-"
"2689","NW_016094252.1",3278012,3278012,1,"-"
"2690","NW_016094242.1",9040223,9040223,1,"+"
"2691","NW_016094284.1",1358665,1358665,1,"+"
"2692","NW_016094423.1",418443,418443,1,"+"
"2693","NW_016094318.1",293721,293721,1,"+"
"2694","NW_016094357.1",876356,876356,1,"+"
"2695","NW_016094249.1",1510880,1510880,1,"-"
"2696","NW_016094253.1",215947,215947,1,"+"
"2697","NW_016094243.1",3443354,3443354,1,"-"
"2698","NW_016094241.1",10862778,10862778,1,"+"
"2699","NW_016094258.1",2845308,2845308,1,"-"
"2700","NW_016094294.1",1830879,1830879,1,"-"
"2701","NW_016095011.1",41597,41597,1,"-"
"2702","NW_016094277.1",978882,978882,1,"-"
"2703","NW_016094383.1",1063363,1063363,1,"+"
"2704","NW_016094671.1",184410,184410,1,"+"
"2705","NW_016094320.1",1602658,1602658,1,"+"
"2706","NW_016094369.1",1150910,1150910,1,"-"
"2707","NW_016094522.1",470699,470699,1,"-"
"2708","NW_016094426.1",801679,801679,1,"-"
"2709","NW_016094252.1",4116425,4116425,1,"+"
"2710","NW_016097087.1",4143,4143,1,"-"
"2711","NW_016094291.1",2990993,2990993,1,"-"
"2712","NW_016094257.1",4972347,4972347,1,"+"
"2713","NW_016094248.1",5470290,5470290,1,"-"
"2714","NW_016094290.1",3000416,3000416,1,"-"
"2715","NW_016094264.1",2690911,2690911,1,"+"
"2716","NW_016094241.1",6454636,6454636,1,"+"
"2717","NW_016094662.1",102910,102910,1,"-"
"2718","NW_016095035.1",9629,9629,1,"-"
"2719","NW_016094246.1",5716667,5716667,1,"-"
"2720","NW_016094757.1",161421,161421,1,"+"
"2721","NW_016094357.1",876563,876563,1,"+"
"2722","NW_016094245.1",7285738,7285738,1,"+"
"2723","NW_016094575.1",162443,162443,1,"-"
"2724","NW_016094346.1",1394714,1394714,1,"+"
"2725","NW_016094278.1",1885786,1885786,1,"+"
"2726","NW_016094424.1",579643,579643,1,"+"
"2727","NW_016096470.1",4630,4630,1,"-"
"2728","NW_016094347.1",1265383,1265383,1,"-"
"2729","NW_016094737.1",90999,90999,1,"+"
"2730","NW_016094255.1",877894,877894,1,"+"
"2731","NW_016094411.1",461528,461528,1,"-"
"2732","NW_016094589.1",339896,339896,1,"-"
"2733","NW_016094591.1",290610,290610,1,"+"
"2734","NW_016094272.1",1670513,1670513,1,"-"
"2735","NW_016095020.1",10288,10288,1,"-"
"2736","NW_016094344.1",943458,943458,1,"+"
"2737","NW_016094374.1",68277,68277,1,"+"
"2738","NW_016094246.1",611821,611821,1,"-"
"2739","NW_016094386.1",40197,40197,1,"+"
"2740","NW_016094353.1",1325755,1325755,1,"-"
"2741","NW_016094994.1",47028,47028,1,"-"
"2742","NW_016094824.1",49501,49501,1,"+"
"2743","NW_016094809.1",154594,154594,1,"-"
"2744","NW_016094263.1",4068565,4068565,1,"+"
"2745","NW_016094312.1",458680,458680,1,"-"
"2746","NW_016094252.1",5399841,5399841,1,"+"
"2747","NW_016094868.1",38329,38329,1,"-"
"2748","NW_016094288.1",1085626,1085626,1,"-"
"2749","NW_016094870.1",91824,91824,1,"-"
"2750","NW_016094241.1",10060512,10060512,1,"-"
"2751","NW_016094243.1",596414,596414,1,"+"
"2752","NW_016094542.1",157448,157448,1,"+"
"2753","NW_016094461.1",173947,173947,1,"-"
"2754","NW_016094260.1",1088205,1088205,1,"-"
"2755","NW_016094587.1",151700,151700,1,"-"
"2756","NW_016094271.1",4049355,4049355,1,"-"
"2757","NW_016094306.1",843748,843748,1,"+"
"2758","NW_016094457.1",380536,380536,1,"-"
"2759","NW_016094336.1",215964,215964,1,"+"
"2760","NW_016094284.1",359386,359386,1,"+"
"2761","NW_016094282.1",3461030,3461030,1,"-"
"2762","NW_016094328.1",851232,851232,1,"-"
"2763","NW_016094382.1",182129,182129,1,"-"
"2764","NW_016094374.1",971190,971190,1,"+"
"2765","NW_016094426.1",544210,544210,1,"-"
"2766","NW_016094518.1",118471,118471,1,"+"
"2767","NW_016094287.1",2821749,2821749,1,"-"
"2768","NW_016094394.1",270574,270574,1,"+"
"2769","NW_016094257.1",2708598,2708598,1,"-"
"2770","NW_016094762.1",66232,66232,1,"+"
"2771","NW_016094405.1",362186,362186,1,"-"
"2772","NW_016094351.1",1195450,1195450,1,"-"
"2773","NW_016094241.1",1638434,1638434,1,"-"
"2774","NW_016094608.1",1333,1333,1,"-"
"2775","NW_016094240.1",1950229,1950229,1,"+"
"2776","NW_016094520.1",266808,266808,1,"+"
"2777","NW_016094503.1",90392,90392,1,"-"
"2778","NW_016094332.1",759783,759783,1,"-"
"2779","NW_016094242.1",9207480,9207480,1,"-"
"2780","NW_016094397.1",653774,653774,1,"-"
"2781","NW_016094260.1",1087862,1087862,1,"+"
"2782","NW_016095324.1",19514,19514,1,"+"
"2783","NW_016094327.1",907375,907375,1,"-"
"2784","NW_016094324.1",21921,21921,1,"+"
"2785","NW_016094247.1",2824796,2824796,1,"+"
"2786","NW_016094325.1",1353675,1353675,1,"+"
"2787","NW_016094344.1",1383306,1383306,1,"+"
"2788","NW_016094456.1",325869,325869,1,"-"
"2789","NW_016094254.1",926352,926352,1,"-"
"2790","NW_016094273.1",626960,626960,1,"-"
"2791","NW_016094240.1",2544188,2544188,1,"-"
"2792","NW_016094277.1",1418882,1418882,1,"-"
"2793","NW_016094668.1",164277,164277,1,"+"
"2794","NW_016094783.1",22364,22364,1,"-"
"2795","NW_016094241.1",4121078,4121078,1,"-"
"2796","NW_016094273.1",3472263,3472263,1,"-"
"2797","NW_016094609.1",275466,275466,1,"+"
"2798","NW_016095147.1",112,112,1,"-"
"2799","NW_016094277.1",1440524,1440524,1,"+"
"2800","NW_016094240.1",8582942,8582942,1,"+"
"2801","NW_016094596.1",125946,125946,1,"-"
"2802","NW_016094396.1",745786,745786,1,"-"
"2803","NW_016094263.1",3916777,3916777,1,"+"
