EntrezGeneID	Position	Hyb_RJ4_09_Koce.bam	Hyb_RJ4_17_Koce.bam	Hyb_RJ5_08_Koce.bam	Hyb_RJ5_11_Koce.bam	Hyb_RJ5_43_Koce.bam	Hyb_RJ5_47_Koce.bam	Hyb_RJ5Kher_26_Kher.bam	Kher_RJ4Kher_27_Kher.bam	Kher_RJ4Kher_28_Kher.bam	Kher_RJ4Kher_29_Kher.bam	Kher_RJ4Kher_30_Kher.bam	Kher_RJ4Kher_31_Kher.bam	Kher_RJ4Kher_37_Kher.bam	Kher_RJ4Kher_39_Kher.bam	Kher_RJ4Kher_40_Kher.bam	Kher_RJ4Kher_41_Kher.bam	Kher_RJ4Kher_42_Kher.bam	Kher_RJ4Kher_43_Kher.bam	Kher_RJ4Kher_44_Kher.bam	Kher_RJ5Kher_20_Kher.bam	Kher_RJ5Kher_21_Kher.bam	Kher_RJ5Kher_22_Kher.bam	Kher_RJ5Kher_24_Kher.bam	Kher_RJ5Kher_25_Kher.bam	Kher_RJ5Kher_29_Kher.bam	Kher_RJ5Kher_30_Kher.bam	Kher_RJ5Kher_31_Kher.bam	Kher_RJ5Kher_32_Kher.bam	Koce_RJ4_04_Koce.bam	Koce_RJ4_05_Koce.bam	Koce_RJ4_06_Koce.bam	Koce_RJ4_10_Koce.bam	Koce_RJ4_11_Koce.bam	Koce_RJ4_13_Koce.bam	Koce_RJ4_16_Koce.bam	Koce_RJ4_18_Koce.bam	Koce_RJ4_19_Koce.bam	Koce_RJ5_06_Koce.bam	Koce_RJ5_10_Koce.bam
NW_016094258.1	1449233	27	41	31	38	1	1	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	99	66	77	15	81	124	73	58	64	54
NW_016094258.1	1457894	118	101	127	137	3	5	6	47	19	44	39	21	9	11	80	19	8	27	32	19	8	16	13	8	12	7	21	7	184	426	194	374	72	297	349	238	218	98	140
NW_016094258.1	1596862	35	33	34	22	4	3	7	35	17	49	23	32	20	24	51	20	9	44	36	39	14	21	14	26	40	9	48	9	37	106	49	97	14	80	104	30	53	17	22
NW_016094258.1	1761114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094258.1	1956241	285	226	383	309	14	18	14	18	0	5	1	0	0	9	0	0	0	4	4	1	0	0	0	1	1	0	0	0	311	687	497	953	179	893	1222	468	616	420	498
NW_016094258.1	2061242	0	0	0	0	0	0	0	0	1	1	0	2	0	1	5	0	0	0	0	1	1	0	0	0	1	0	1	1	0	4	2	0	0	1	2	0	1	0	0
NW_016094258.1	2145237	75	15	112	69	2	2	11	165	95	285	128	193	47	92	251	86	31	159	144	229	159	76	105	109	175	42	249	33	0	3	0	4	0	11	29	0	0	0	10
NW_016094258.1	2184654	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094258.1	2215106	150	52	426	320	27	21	101	566	323	1103	720	750	203	236	1197	518	168	448	539	1182	338	630	393	363	746	375	1013	237	0	1	13	9	3	28	66	4	4	0	12
NW_016094258.1	2540134	274	47	214	162	14	9	60	766	214	920	405	364	254	226	905	318	101	517	390	467	264	272	244	244	444	149	620	111	15	41	13	13	0	43	55	6	1	0	24
NW_016094258.1	2554064	37	14	49	50	6	4	9	89	63	183	100	82	41	43	165	71	21	84	61	91	29	66	54	37	93	25	145	27	0	0	3	2	0	5	9	0	0	0	4
NW_016094258.1	2716985	315	697	1151	937	20	65	67	283	57	185	137	54	45	47	367	155	19	98	213	145	63	104	70	32	100	63	153	25	948	1788	922	1484	483	2937	3436	1472	1832	1001	1293
NW_016094258.1	2721941	0	0	3	1	0	0	0	4	1	5	0	2	1	1	0	3	0	0	1	2	0	0	0	0	1	1	1	0	2	4	0	1	0	3	4	1	1	0	1
NW_016094258.1	2845309	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0
NW_016094258.1	2888195	42	28	50	64	2	6	7	62	44	87	63	39	25	27	135	31	14	45	44	56	24	48	23	26	59	23	59	15	48	49	54	42	12	55	97	70	50	35	58
NW_016094258.1	3301257	56	7	53	50	3	2	7	147	56	119	77	68	27	30	166	75	27	93	89	94	52	75	44	44	60	25	105	21	1	0	2	3	0	6	11	0	3	1	7
NW_016094258.1	3332666	85	114	152	106	10	12	7	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	167	318	240	287	66	433	423	290	272	176	213
NW_016094258.1	3520689	82	35	159	124	20	8	39	289	125	482	221	270	103	125	462	187	84	245	264	306	193	171	165	166	250	77	429	75	3	2	1	7	1	21	34	1	0	0	16
NW_016094258.1	4158185	79	19	137	109	6	7	12	291	109	315	172	224	71	63	350	149	59	175	222	190	140	149	86	91	179	44	237	43	0	1	6	2	0	10	24	3	0	1	8
NW_016094258.1	4178184	159	117	176	134	8	5	3	0	0	9	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	200	389	240	353	68	337	612	214	412	194	199
NW_016094258.1	4228775	14	6	31	17	1	1	3	62	18	85	32	41	15	32	43	33	11	42	40	64	19	25	22	34	55	14	70	10	0	1	1	0	0	2	1	1	0	0	2
NW_016094258.1	4296264	241	59	240	226	25	19	44	623	241	847	430	340	201	189	822	374	108	465	431	459	240	244	256	259	483	165	619	110	10	12	28	34	0	55	78	6	4	1	44
NW_016094258.1	4296282	7	16	24	79	16	10	5	114	48	282	45	97	21	15	208	67	16	119	243	82	96	40	31	141	188	86	142	30	13	15	20	23	0	27	61	3	0	0	19
NW_016094258.1	4296499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094258.1	4331866	18	2	78	33	3	6	7	125	37	150	74	63	28	57	230	76	14	44	84	93	27	45	41	38	83	40	106	28	0	0	0	3	0	0	4	0	0	0	12
NW_016094258.1	4332207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094258.1	4430204	55	20	63	61	6	8	15	188	63	223	140	112	77	53	320	123	30	122	148	131	53	93	74	69	114	37	121	34	8	21	18	15	3	10	43	18	23	5	11
NW_016094258.1	4464132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094258.1	4496418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094258.1	4601867	117	58	233	188	13	17	13	405	206	592	317	339	122	149	624	277	91	403	428	342	200	191	158	197	316	109	398	94	2	4	3	6	0	13	31	3	1	1	19
NW_016094258.1	4756617	58	20	84	60	2	3	11	172	90	225	142	121	40	68	211	97	37	117	119	168	81	77	64	78	129	38	177	41	2	2	2	6	0	8	13	2	1	1	4
NW_016094259.1	84391	80	54	81	55	3	1	2	4	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	184	94	168	36	166	191	118	101	100	107
NW_016094259.1	203993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	294009	8	8	6	7	0	1	1	7	2	16	6	10	1	2	6	5	0	6	4	3	1	7	4	3	4	1	3	4	6	21	5	14	2	23	20	14	11	6	2
NW_016094259.1	575126	24	24	42	43	8	3	1	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	83	64	101	21	158	134	64	86	53	63
NW_016094259.1	586946	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	792684	6	4	2	2	0	0	23	14	3	9	9	7	13	4	12	16	4	6	7	7	0	6	1	0	6	1	28	3	15	22	13	0	0	18	19	0	0	0	1
NW_016094259.1	827385	895	87	1243	699	58	45	148	2091	1148	4155	1950	1537	1157	1142	3261	1173	555	2179	1435	1855	806	1408	668	1697	2295	835	2263	741	3	14	17	31	0	65	140	29	4	1	71
NW_016094259.1	827388	859	81	1193	674	57	43	143	1999	1086	3991	1836	1465	1092	1096	3121	1107	536	2091	1333	1757	764	1354	640	1610	2194	802	2163	701	3	13	14	30	0	59	131	27	3	1	65
NW_016094259.1	827394	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2
NW_016094259.1	1091807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	1091904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	1092748	74	11	124	139	5	10	42	285	134	406	218	236	81	68	406	152	41	202	254	225	129	153	90	99	243	108	346	83	0	1	0	1	0	6	29	3	0	4	5
NW_016094259.1	1092929	67	5	88	13	27	9	8	114	135	254	167	101	152	34	296	202	22	152	115	124	40	61	89	59	127	32	152	44	0	1	0	0	0	0	34	0	0	0	0
NW_016094259.1	1094422	0	0	0	9	0	0	0	0	0	0	13	0	0	0	10	8	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	1284507	52	63	111	59	6	3	4	5	1	1	1	0	0	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	114	278	175	221	61	229	248	148	133	156	98
NW_016094259.1	1344000	51	16	76	66	7	2	9	110	69	242	124	114	56	57	145	104	21	132	85	121	31	86	54	90	166	42	147	40	0	2	1	1	0	4	13	4	2	0	6
NW_016094259.1	1399612	16	11	67	59	2	1	6	91	26	100	59	56	24	55	75	51	16	53	52	73	18	35	37	38	75	20	78	19	2	75	11	13	3	16	26	22	14	4	8
NW_016094259.1	1430643	143	76	200	130	7	12	17	259	127	451	237	256	88	143	338	179	66	227	243	246	118	141	83	152	233	85	260	57	84	167	89	149	18	143	145	100	82	57	82
NW_016094259.1	1468353	3	2	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	2	3	1	6	8	5	5	1	2
NW_016094259.1	1471280	1204	296	1834	1374	43	35	252	3185	1580	5213	2979	2209	1210	1492	5079	1898	634	3028	2882	3358	1386	2045	1321	1746	2726	925	3207	941	23	77	44	100	10	150	348	61	51	18	118
NW_016094259.1	1634523	14	8	11	14	1	1	5	48	27	59	50	30	16	10	79	27	4	40	25	40	19	37	27	20	23	13	42	12	0	0	0	3	0	1	1	1	0	0	2
NW_016094259.1	1887612	84	40	463	548	17	37	37	867	401	1454	342	932	106	356	956	425	116	502	657	437	438	345	109	487	845	279	1069	311	0	17	12	0	0	1	38	64	0	0	45
NW_016094259.1	1929867	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
NW_016094259.1	1953772	477	114	696	597	28	23	98	1319	609	2030	894	830	476	496	1886	775	219	985	990	1019	436	635	558	668	986	340	1280	344	1	6	8	26	0	21	137	2	2	4	37
NW_016094259.1	1967583	33	43	176	123	0	9	13	47	61	107	99	107	15	71	175	65	21	81	89	150	77	65	23	61	86	82	129	34	40	86	54	74	24	36	95	88	101	107	84
NW_016094259.1	2203008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
NW_016094259.1	2407458	33	48	92	116	3	6	6	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	87	217	146	140	40	229	263	122	141	113	111
NW_016094259.1	2430329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	2539407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	2630839	22	27	13	31	2	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	124	48	86	38	71	92	70	76	70	31
NW_016094259.1	2631198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	2646145	1065	1588	2844	2057	70	23	96	92	0	50	17	1	0	53	25	1	1	3	59	0	1	0	0	1	0	3	14	0	2270	5787	3302	5817	916	5571	8000	3888	4365	2612	4407
NW_016094259.1	2646146	770	1250	2203	1592	52	15	45	50	0	42	14	1	0	31	25	0	1	1	50	0	1	0	0	0	0	3	2	0	1662	4355	2576	4440	679	4463	6287	3036	3418	2025	3517
NW_016094259.1	2683579	228	243	197	241	15	3	13	23	1	16	7	4	0	12	12	4	2	4	18	2	2	2	3	4	6	0	4	4	402	676	466	795	95	636	961	363	708	338	339
NW_016094259.1	2805185	22	7	56	39	3	7	11	109	30	123	55	67	36	46	117	82	12	88	75	122	59	33	78	55	90	35	82	34	0	0	0	4	0	0	16	3	0	0	6
NW_016094259.1	2993221	2	0	4	5	0	0	0	7	3	9	6	3	0	0	9	3	3	8	1	3	0	2	1	2	2	4	8	2	0	0	0	0	0	0	1	0	0	0	0
NW_016094259.1	2993348	790	285	1765	1206	134	82	206	2808	1578	4465	2178	2450	1061	1150	4585	1827	649	1954	2451	2860	1631	1820	1087	1725	2319	852	2764	689	18	39	41	66	2	93	221	43	10	20	126
NW_016094259.1	2993606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	3022761	22	22	29	28	1	6	0	14	5	6	3	7	3	2	11	2	1	4	7	6	1	3	2	2	4	3	5	0	41	62	48	122	16	112	81	57	87	32	46
NW_016094259.1	3022874	191	51	357	326	15	9	46	597	316	831	594	424	254	200	1308	435	74	513	464	708	397	465	307	298	700	254	780	169	2	1	6	8	0	6	74	4	0	4	24
NW_016094259.1	3224237	92	39	135	83	8	7	16	284	81	383	203	205	53	49	383	130	55	142	213	294	179	158	99	113	179	45	269	31	0	1	0	5	0	3	19	2	0	0	7
NW_016094259.1	3224571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	3226618	39	10	91	74	4	3	20	155	86	151	149	151	64	74	200	115	37	148	126	203	54	141	71	78	178	98	253	58	1	1	1	7	0	4	11	0	3	0	10
NW_016094259.1	3241326	690	227	891	684	36	48	96	1563	679	2138	1027	911	660	565	2208	776	278	1255	1175	1015	534	788	555	724	1148	312	1235	313	229	583	272	715	97	668	713	540	352	227	384
NW_016094259.1	3379239	93	14	108	114	3	9	16	289	114	353	110	215	52	83	387	102	64	239	229	188	82	79	84	99	231	73	235	52	0	0	0	5	0	1	20	1	0	6	3
NW_016094259.1	3428589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	3638483	130	101	373	309	28	18	52	485	279	808	395	505	126	197	694	432	126	416	481	723	266	262	259	301	594	262	559	194	37	114	48	116	21	105	149	66	66	61	84
NW_016094259.1	3716994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	3763627	45	7	46	32	4	1	8	112	45	142	90	84	45	51	180	65	26	81	94	67	22	64	51	61	66	22	88	22	3	2	0	2	0	2	2	0	0	0	4
NW_016094259.1	3978972	23	6	41	42	1	2	9	106	48	141	115	113	33	26	167	58	18	58	82	100	34	69	36	40	61	24	101	15	1	0	1	0	0	2	9	1	0	0	8
NW_016094259.1	4269835	1741	393	1546	1576	135	93	196	3147	1241	4843	2072	1723	1216	1131	5440	1463	473	2771	3101	2269	1135	1394	1117	1540	2408	845	2803	697	293	814	375	740	108	813	1151	366	643	294	534
NW_016094259.1	4269869	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	4357184	114	42	257	150	12	9	47	380	183	559	447	269	143	98	680	240	72	237	297	317	105	224	170	140	272	116	367	99	40	105	82	157	41	69	119	104	108	44	85
NW_016094259.1	4357189	151	76	297	176	16	12	47	392	183	559	447	269	143	98	680	239	72	241	297	317	105	224	171	140	272	116	366	99	151	220	175	266	82	161	272	218	212	56	158
NW_016094259.1	4449578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	4523207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	4659371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094259.1	4725040	126	19	247	189	23	12	33	500	227	525	286	282	149	181	608	259	90	323	406	373	210	225	178	167	354	180	430	128	0	6	20	11	0	8	52	3	1	1	23
NW_016094260.1	118758	36	13	38	36	3	3	8	140	41	155	127	87	33	25	178	75	21	76	144	94	60	58	57	54	70	28	91	13	4	0	5	2	0	3	1	0	0	0	2
NW_016094260.1	166601	34	35	66	40	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	78	138	76	98	29	97	128	50	76	115	81
NW_016094260.1	210915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	292489	25	49	83	57	3	4	3	2	0	3	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	65	142	83	163	28	133	172	92	119	97	87
NW_016094260.1	375633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	497568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NW_016094260.1	497946	76	58	277	207	21	10	29	261	214	673	231	364	87	149	386	264	98	247	279	379	130	161	143	197	317	106	281	107	11	73	15	30	3	39	56	42	39	13	36
NW_016094260.1	497962	213	200	461	363	31	18	29	272	212	652	225	357	77	153	381	259	98	239	279	373	127	157	139	193	310	105	274	105	303	572	294	599	110	571	653	369	462	201	263
NW_016094260.1	930117	47	21	76	64	9	4	10	121	62	170	135	77	51	33	251	86	16	107	106	141	69	82	72	78	94	32	135	36	0	1	1	1	0	5	14	1	0	2	1
NW_016094260.1	953048	36	9	105	90	12	7	8	269	152	391	153	141	42	94	304	95	53	103	226	110	140	240	22	167	256	87	224	44	0	0	2	0	0	0	4	0	0	0	1
NW_016094260.1	989689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0
NW_016094260.1	1078675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1087863	377	98	599	435	26	20	79	1131	428	1507	715	687	315	383	1498	608	172	893	876	1011	448	614	382	452	771	344	1050	207	2	6	6	15	1	11	118	3	5	4	46
NW_016094260.1	1088206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1107724	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1146464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1270469	673	552	1251	1048	50	81	68	109	61	213	104	113	34	84	182	82	8	129	238	139	64	62	49	75	153	83	161	64	1052	2059	1102	3018	453	2689	3340	1343	2101	1056	1562
NW_016094260.1	1377583	177	307	808	620	15	19	30	403	132	519	187	293	44	138	334	139	49	234	320	278	170	155	96	160	312	114	299	78	506	1201	575	1212	232	1002	1339	726	1033	750	871
NW_016094260.1	1391263	148	26	177	108	10	12	26	345	144	417	211	232	103	121	418	136	69	261	215	339	165	202	145	138	277	93	378	76	1	2	3	2	0	5	14	6	2	2	12
NW_016094260.1	1398505	10	0	32	30	1	3	12	86	31	102	34	36	24	24	82	24	22	36	62	73	37	26	19	31	59	16	57	17	0	0	1	2	0	0	5	0	0	0	1
NW_016094260.1	1444428	162	127	203	171	5	11	4	15	0	1	0	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	198	435	232	451	92	423	528	246	297	231	275
NW_016094260.1	1444827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	1	0	0	13
NW_016094260.1	1444898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1478355	105	16	98	100	7	10	28	345	136	307	283	172	112	96	617	212	47	218	262	203	99	127	82	127	190	58	242	46	0	2	3	2	0	2	13	3	0	2	4
NW_016094260.1	1546651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1765280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1833363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	1849085	103	40	220	175	7	10	38	479	217	623	269	314	123	157	568	247	111	343	383	394	235	247	155	253	310	97	428	88	1	1	5	10	0	8	36	1	2	1	24
NW_016094260.1	1948745	206	137	383	597	23	36	160	1113	454	1904	671	903	353	451	1299	471	215	835	960	1229	380	432	533	675	963	309	1122	279	27	0	0	11	0	63	188	1	1	1	6
NW_016094260.1	2473895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	2643439	10	4	30	21	1	2	7	36	17	75	45	34	13	23	58	51	9	36	48	35	12	28	16	24	56	18	50	13	0	0	0	0	0	3	3	1	0	0	1
NW_016094260.1	2683044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	2694551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094260.1	3386681	27	16	66	12	2	6	5	64	26	145	66	51	22	30	121	37	27	39	54	82	43	49	35	37	77	33	99	20	2	7	1	3	0	5	9	3	2	0	5
NW_016094260.1	3395258	206	45	163	123	5	5	22	422	193	651	216	334	149	192	471	216	123	433	281	252	117	141	118	181	263	53	352	77	0	1	1	9	0	7	39	3	1	1	13
NW_016094260.1	3395259	77	15	72	59	2	3	11	173	70	260	81	147	57	76	195	90	43	156	132	92	60	68	48	70	119	29	159	31	0	0	1	3	0	3	19	1	0	0	4
NW_016094260.1	3528025	37	44	60	49	2	2	1	2	0	0	3	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	92	210	80	134	24	124	141	83	61	97	54
NW_016094260.1	3554789	306	65	374	298	20	22	80	803	356	981	627	476	332	314	1329	457	122	709	535	561	308	476	273	374	588	179	661	150	8	9	4	8	2	27	62	6	1	2	41
NW_016094260.1	3622576	59	28	217	195	2	3	16	180	162	481	220	233	33	101	305	248	48	222	371	512	151	192	112	217	254	132	381	49	0	0	0	0	0	15	13	0	0	5	5
NW_016094260.1	3858778	19	38	72	73	7	5	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	62	203	95	172	14	181	240	83	92	94	93
NW_016094260.1	4087734	391	224	426	266	14	2	39	431	159	596	257	246	193	140	587	211	62	317	299	359	181	246	125	198	275	74	386	71	290	647	352	571	91	603	669	322	362	257	358
NW_016094260.1	4139026	55	28	131	91	0	8	6	150	105	342	251	132	96	114	348	182	31	138	214	161	126	156	71	68	187	82	282	74	0	0	0	0	0	0	15	0	0	0	0
NW_016094260.1	4313716	159	186	312	241	33	17	7	20	9	57	25	39	14	17	41	23	20	22	55	17	0	9	10	4	88	2	38	8	259	403	399	745	105	713	742	524	385	255	439
NW_016094260.1	4349530	3	1	0	1	0	0	1	2	1	5	2	6	3	0	2	4	1	4	6	7	0	5	2	1	5	2	4	0	0	0	0	1	0	0	0	0	0	0	0
NW_016094260.1	4685767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094261.1	67752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_016094261.1	80530	382	92	449	364	21	13	93	1064	424	1391	594	629	326	308	1384	546	158	863	1033	851	496	447	348	454	774	302	909	264	3	5	2	24	0	37	69	7	3	0	44
NW_016094261.1	113404	49	33	133	93	11	10	26	317	142	480	271	213	97	92	523	180	47	171	257	236	103	120	128	103	185	37	219	75	0	0	0	0	0	5	13	0	0	1	22
NW_016094261.1	115582	12	28	61	67	0	8	7	0	0	1	0	0	0	6	0	0	0	13	2	0	0	0	0	0	0	0	0	0	39	114	47	69	27	108	84	35	103	67	91
NW_016094261.1	387459	29	27	65	30	1	5	3	9	7	29	19	14	1	5	33	4	8	5	11	11	2	6	2	6	13	11	18	0	68	95	55	47	20	88	118	87	77	40	35
NW_016094261.1	562220	33	26	94	65	7	4	3	6	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	70	334	97	118	34	165	161	95	86	90	60
NW_016094261.1	574725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
NW_016094261.1	725425	23	5	26	40	7	3	5	73	25	82	67	36	23	22	171	36	19	61	43	64	31	30	14	35	45	10	47	10	0	0	0	1	0	2	3	0	0	0	1
NW_016094261.1	905391	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	3	1
