"","seqnames","start","end","width","strand"
"10622","NW_016094369.1",1005837,1005837,1,"-"
"10623","NW_016094284.1",408776,408776,1,"-"
"10624","NW_016094263.1",7102,7102,1,"-"
"10625","NW_016094374.1",259650,259650,1,"+"
"10626","NW_016094240.1",10344390,10344390,1,"-"
"10627","NW_016095171.1",11859,11859,1,"+"
"10628","NW_016094287.1",1670448,1670448,1,"+"
"10629","NW_016094264.1",1692241,1692241,1,"-"
"10630","NW_016094480.1",74277,74277,1,"+"
"10631","NW_016094245.1",7285738,7285738,1,"+"
"10632","NW_016094249.1",1443672,1443672,1,"-"
"10633","NW_016094259.1",1000263,1000263,1,"+"
"10634","NW_016094352.1",28267,28267,1,"+"
"10635","NW_016094328.1",344664,344664,1,"-"
"10636","NW_016094511.1",7443,7443,1,"+"
"10637","NW_016095001.1",16075,16075,1,"+"
"10638","NW_016094462.1",175877,175877,1,"-"
"10639","NW_016094299.1",1083572,1083572,1,"+"
"10640","NW_016094298.1",2841669,2841669,1,"-"
"10641","NW_016094257.1",3989817,3989817,1,"-"
"10642","NW_016094259.1",2993347,2993347,1,"+"
"10643","NW_016094269.1",3119295,3119295,1,"+"
"10644","NW_016094520.1",101450,101450,1,"+"
"10645","NW_016094347.1",463342,463342,1,"+"
"10646","NW_016094253.1",2845477,2845477,1,"+"
"10647","NW_016094244.1",454295,454295,1,"-"
"10648","NW_016094313.1",67830,67830,1,"-"
"10649","NW_016094264.1",1347779,1347779,1,"-"
"10650","NW_016094485.1",460366,460366,1,"-"
"10651","NW_016094323.1",1433461,1433461,1,"-"
"10652","NW_016094797.1",34287,34287,1,"-"
"10653","NW_016094240.1",6869218,6869218,1,"+"
"10654","NW_016094583.1",335713,335713,1,"+"
"10655","NW_016094241.1",5147767,5147767,1,"+"
"10656","NW_016094304.1",179310,179310,1,"+"
"10657","NW_016094313.1",1053480,1053480,1,"+"
"10658","NW_016094442.1",593422,593422,1,"-"
"10659","NW_016094429.1",773290,773290,1,"+"
"10660","NW_016094334.1",1825217,1825217,1,"+"
"10661","NW_016094241.1",4295537,4295537,1,"+"
"10662","NW_016094317.1",62353,62353,1,"+"
"10663","NW_016094400.1",91363,91363,1,"-"
"10664","NW_016094412.1",141122,141122,1,"-"
"10665","NW_016094244.1",6391717,6391717,1,"+"
"10666","NW_016094322.1",1448658,1448658,1,"+"
"10667","NW_016094315.1",788617,788617,1,"-"
"10668","NW_016094404.1",206973,206973,1,"-"
"10669","NW_016094281.1",2614803,2614803,1,"-"
"10670","NW_016095063.1",34542,34542,1,"+"
"10671","NW_016094552.1",317933,317933,1,"-"
"10672","NW_016094449.1",600759,600759,1,"-"
"10673","NW_016094552.1",303095,303095,1,"+"
"10674","NW_016094287.1",2781005,2781005,1,"-"
"10675","NW_016094292.1",279337,279337,1,"-"
"10676","NW_016094284.1",2671303,2671303,1,"-"
"10677","NW_016094271.1",3300177,3300177,1,"+"
"10678","NW_016095269.1",1106,1106,1,"-"
"10679","NW_016094423.1",703243,703243,1,"+"
"10680","NW_016094275.1",1927713,1927713,1,"-"
"10681","NW_016094479.1",476879,476879,1,"+"
"10682","NW_016094263.1",2249200,2249200,1,"+"
"10683","NW_016094472.1",477908,477908,1,"+"
"10684","NW_016094313.1",1022201,1022201,1,"+"
"10685","NW_016094308.1",2292970,2292970,1,"+"
"10686","NW_016094284.1",580532,580532,1,"+"
"10687","NW_016094459.1",486675,486675,1,"+"
"10688","NW_016094646.1",182447,182447,1,"+"
"10689","NW_016094259.1",1091903,1091903,1,"-"
"10690","NW_016094266.1",2076179,2076179,1,"-"
"10691","NW_016094614.1",263184,263184,1,"+"
"10692","NW_016094273.1",3186291,3186291,1,"-"
"10693","NW_016094289.1",1812606,1812606,1,"+"
"10694","NW_016094824.1",94781,94781,1,"+"
"10695","NW_016094853.1",73691,73691,1,"+"
"10696","NW_016094350.1",577372,577372,1,"+"
"10697","NW_016096765.1",3485,3485,1,"-"
"10698","NW_016094383.1",407824,407824,1,"-"
"10699","NW_016094245.1",4708819,4708819,1,"-"
"10700","NW_016094466.1",233363,233363,1,"+"
"10701","NW_016094246.1",2742318,2742318,1,"-"
"10702","NW_016094403.1",728579,728579,1,"+"
"10703","NW_016094426.1",404525,404525,1,"-"
"10704","NW_016094320.1",347342,347342,1,"+"
"10705","NW_016094382.1",842208,842208,1,"-"
"10706","NW_016094411.1",413961,413961,1,"+"
"10707","NW_016094246.1",1240827,1240827,1,"+"
"10708","NW_016094656.1",19767,19767,1,"+"
"10709","NW_016094944.1",91089,91089,1,"+"
"10710","NW_016094317.1",1463225,1463225,1,"+"
"10711","NW_016094484.1",378794,378794,1,"+"
"10712","NW_016096102.1",5924,5924,1,"+"
"10713","NW_016094329.1",1150655,1150655,1,"-"
"10714","NW_016094266.1",3479400,3479400,1,"-"
"10715","NW_016094382.1",581652,581652,1,"-"
"10716","NW_016094240.1",3075611,3075611,1,"-"
"10717","NW_016094268.1",1782678,1782678,1,"+"
"10718","NW_016094641.1",18921,18921,1,"-"
"10719","NW_016094293.1",779109,779109,1,"+"
"10720","NW_016094669.1",75096,75096,1,"+"
"10721","NW_016094240.1",9039288,9039288,1,"+"
"10722","NW_016094878.1",94918,94918,1,"+"
"10723","NW_016094371.1",941310,941310,1,"+"
"10724","NW_016094347.1",1130412,1130412,1,"-"
"10725","NW_016094314.1",37315,37315,1,"+"
"10726","NW_016094363.1",397017,397017,1,"+"
"10727","NW_016094280.1",1523475,1523475,1,"+"
"10728","NW_016094557.1",62221,62221,1,"-"
"10729","NW_016095093.1",4721,4721,1,"-"
"10730","NW_016094342.1",1093424,1093424,1,"+"
"10731","NW_016094417.1",230721,230721,1,"+"
"10732","NW_016094707.1",198061,198061,1,"-"
"10733","NW_016094432.1",479900,479900,1,"+"
"10734","NW_016094252.1",1397709,1397709,1,"-"
"10735","NW_016094265.1",109017,109017,1,"+"
"10736","NW_016096159.1",8383,8383,1,"+"
"10737","NW_016094302.1",1894490,1894490,1,"+"
"10738","NW_016094512.1",323409,323409,1,"+"
"10739","NW_016094462.1",468382,468382,1,"+"
"10740","NW_016094263.1",1120690,1120690,1,"+"
"10741","NW_016095018.1",21504,21504,1,"-"
"10742","NW_016094244.1",9090851,9090851,1,"+"
"10743","NW_016094281.1",3086030,3086030,1,"-"
"10744","NW_016094386.1",569717,569717,1,"+"
"10745","NW_016094250.1",6388629,6388629,1,"+"
"10746","NW_016094469.1",155830,155830,1,"+"
"10747","NW_016094282.1",1838636,1838636,1,"+"
"10748","NW_016094337.1",416111,416111,1,"-"
"10749","NW_016094357.1",1331906,1331906,1,"-"
"10750","NW_016094294.1",2739411,2739411,1,"+"
"10751","NW_016094864.1",82572,82572,1,"-"
"10752","NW_016094256.1",1174042,1174042,1,"-"
"10753","NW_016094497.1",355167,355167,1,"+"
"10754","NW_016094326.1",910715,910715,1,"-"
"10755","NW_016094385.1",1092674,1092674,1,"+"
"10756","NW_016094360.1",1114432,1114432,1,"-"
"10757","NW_016094259.1",3633574,3633574,1,"-"
"10758","NW_016094333.1",351814,351814,1,"-"
"10759","NW_016094277.1",352667,352667,1,"+"
"10760","NW_016095599.1",8527,8527,1,"-"
"10761","NW_016094241.1",7998235,7998235,1,"+"
"10762","NW_016095361.1",17414,17414,1,"+"
"10763","NW_016094616.1",20533,20533,1,"-"
"10764","NW_016094263.1",558993,558993,1,"+"
"10765","NW_016094273.1",2104969,2104969,1,"+"
"10766","NW_016094639.1",66486,66486,1,"-"
"10767","NW_016094347.1",1530049,1530049,1,"+"
"10768","NW_016094789.1",95148,95148,1,"+"
"10769","NW_016094305.1",553849,553849,1,"-"
"10770","NW_016094271.1",3638343,3638343,1,"-"
"10771","NW_016094252.1",3455405,3455405,1,"+"
"10772","NW_016094317.1",1916258,1916258,1,"+"
"10773","NW_016094813.1",12676,12676,1,"+"
"10774","NW_016094282.1",1963598,1963598,1,"-"
"10775","NW_016094348.1",1455567,1455567,1,"+"
"10776","NW_016094431.1",107061,107061,1,"+"
"10777","NW_016094301.1",2092642,2092642,1,"-"
"10778","NW_016094695.1",4229,4229,1,"+"
"10779","NW_016094479.1",371632,371632,1,"+"
"10780","NW_016094262.1",1376674,1376674,1,"-"
"10781","NW_016094331.1",1808332,1808332,1,"+"
"10782","NW_016094273.1",2559126,2559126,1,"+"
"10783","NW_016094539.1",304858,304858,1,"+"
"10784","NW_016095798.1",13095,13095,1,"+"
"10785","NW_016094527.1",235371,235371,1,"+"
"10786","NW_016094274.1",2535150,2535150,1,"-"
"10787","NW_016094740.1",80643,80643,1,"+"
"10788","NW_016095028.1",44888,44888,1,"+"
"10789","NW_016094277.1",402279,402279,1,"-"
"10790","NW_016094243.1",6365179,6365179,1,"-"
"10791","NW_016094243.1",3629026,3629026,1,"+"
"10792","NW_016094259.1",1050665,1050665,1,"+"
"10793","NW_016094728.1",75739,75739,1,"-"
"10794","NW_016094303.1",236041,236041,1,"+"
"10795","NW_016094618.1",118948,118948,1,"-"
"10796","NW_016094281.1",960459,960459,1,"+"
"10797","NW_016094243.1",1891087,1891087,1,"+"
"10798","NW_016094578.1",305956,305956,1,"+"
"10799","NW_016094283.1",1905738,1905738,1,"-"
"10800","NW_016094409.1",661355,661355,1,"-"
"10801","NW_016094262.1",3752347,3752347,1,"-"
"10802","NW_016095855.1",12239,12239,1,"+"
"10803","NW_016094240.1",10582833,10582833,1,"-"
"10804","NW_016094383.1",209840,209840,1,"-"
"10805","NW_016094724.1",114356,114356,1,"+"
"10806","NW_016094382.1",4034,4034,1,"-"
"10807","NW_016094332.1",1788396,1788396,1,"+"
"10808","NW_016094269.1",140273,140273,1,"+"
"10809","NW_016094368.1",34544,34544,1,"-"
"10810","NW_016094250.1",4781372,4781372,1,"-"
"10811","NW_016094258.1",2215105,2215105,1,"+"
"10812","NW_016094346.1",195112,195112,1,"+"
"10813","NW_016094434.1",218466,218466,1,"-"
"10814","NW_016094321.1",2074001,2074001,1,"+"
"10815","NW_016094252.1",5082751,5082751,1,"+"
"10816","NW_016094371.1",114493,114493,1,"-"
"10817","NW_016094289.1",1930448,1930448,1,"-"
"10818","NW_016094321.1",974402,974402,1,"-"
"10819","NW_016094571.1",248196,248196,1,"-"
"10820","NW_016094259.1",1745714,1745714,1,"-"
"10821","NW_016094463.1",454793,454793,1,"+"
"10822","NW_016094286.1",3039988,3039988,1,"-"
"10823","NW_016094244.1",279350,279350,1,"-"
"10824","NW_016094260.1",2552933,2552933,1,"-"
"10825","NW_016094615.1",91037,91037,1,"+"
"10826","NW_016094555.1",124655,124655,1,"+"
"10827","NW_016095932.1",12542,12542,1,"+"
"10828","NW_016094560.1",67591,67591,1,"-"
"10829","NW_016094300.1",2420605,2420605,1,"+"
"10830","NW_016095593.1",11350,11350,1,"-"
"10831","NW_016094395.1",48227,48227,1,"+"
"10832","NW_016094282.1",1311835,1311835,1,"-"
"10833","NW_016094529.1",403019,403019,1,"-"
"10834","NW_016094252.1",2980799,2980799,1,"+"
"10835","NW_016094541.1",277978,277978,1,"+"
"10836","NW_016094358.1",883263,883263,1,"-"
"10837","NW_016094843.1",39195,39195,1,"+"
"10838","NW_016094837.1",25860,25860,1,"-"
"10839","NW_016094251.1",3337414,3337414,1,"-"
"10840","NW_016094404.1",555896,555896,1,"-"
"10841","NW_016094576.1",307239,307239,1,"-"
"10842","NW_016094287.1",263601,263601,1,"+"
"10843","NW_016094270.1",744,744,1,"+"
"10844","NW_016094345.1",826708,826708,1,"+"
"10845","NW_016094477.1",23069,23069,1,"-"
"10846","NW_016094418.1",478867,478867,1,"-"
"10847","NW_016094248.1",4067444,4067444,1,"-"
"10848","NW_016094267.1",3938336,3938336,1,"+"
"10849","NW_016094257.1",3856997,3856997,1,"-"
"10850","NW_016094241.1",5646337,5646337,1,"-"
"10851","NW_016094263.1",4145043,4145043,1,"-"
"10852","NW_016094338.1",943446,943446,1,"+"
"10853","NW_016094272.1",3780135,3780135,1,"-"
"10854","NW_016095241.1",32849,32849,1,"-"
"10855","NW_016094494.1",82791,82791,1,"-"
"10856","NW_016094255.1",3481851,3481851,1,"-"
"10857","NW_016094303.1",139303,139303,1,"+"
"10858","NW_016094247.1",6362574,6362574,1,"+"
"10859","NW_016094419.1",264817,264817,1,"-"
"10860","NW_016094240.1",11635864,11635864,1,"-"
"10861","NW_016094674.1",45623,45623,1,"-"
"10862","NW_016094242.1",9083119,9083119,1,"-"
"10863","NW_016094321.1",1876689,1876689,1,"-"
"10864","NW_016094762.1",123517,123517,1,"-"
"10865","NW_016094333.1",77619,77619,1,"-"
"10866","NW_016094288.1",3142899,3142899,1,"+"
"10867","NW_016094384.1",1055802,1055802,1,"-"
"10868","NW_016094288.1",1511912,1511912,1,"-"
"10869","NW_016094654.1",229078,229078,1,"+"
"10870","NW_016094476.1",31137,31137,1,"-"
"10871","NW_016094336.1",1019132,1019132,1,"-"
"10872","NW_016095164.1",27782,27782,1,"+"
"10873","NW_016094257.1",4049973,4049973,1,"+"
"10874","NW_016094265.1",2091446,2091446,1,"-"
"10875","NW_016094336.1",628362,628362,1,"+"
"10876","NW_016094309.1",1499982,1499982,1,"-"
"10877","NW_016094240.1",7672086,7672086,1,"+"
"10878","NW_016094459.1",261314,261314,1,"+"
"10879","NW_016094303.1",656208,656208,1,"+"
"10880","NW_016094549.1",352901,352901,1,"+"
"10881","NW_016094312.1",912420,912420,1,"-"
"10882","NW_016094414.1",287309,287309,1,"-"
"10883","NW_016094336.1",1410700,1410700,1,"+"
"10884","NW_016094306.1",1672279,1672279,1,"-"
"10885","NW_016094314.1",1767950,1767950,1,"+"
"10886","NW_016094781.1",7282,7282,1,"+"
"10887","NW_016094651.1",28975,28975,1,"+"
"10888","NW_016094281.1",2238736,2238736,1,"+"
"10889","NW_016094345.1",824182,824182,1,"-"
"10890","NW_016094271.1",602091,602091,1,"-"
"10891","NW_016094337.1",150532,150532,1,"+"
"10892","NW_016094252.1",2178295,2178295,1,"-"
"10893","NW_016094279.1",1710949,1710949,1,"-"
"10894","NW_016096170.1",11610,11610,1,"+"
"10895","NW_016094423.1",26823,26823,1,"+"
"10896","NW_016094660.1",239256,239256,1,"+"
"10897","NW_016094277.1",252575,252575,1,"+"
"10898","NW_016094343.1",1435207,1435207,1,"-"
"10899","NW_016094252.1",3232358,3232358,1,"+"
"10900","NW_016094350.1",418680,418680,1,"+"
"10901","NW_016094247.1",2527896,2527896,1,"-"
"10902","NW_016094347.1",390029,390029,1,"+"
"10903","NW_016094559.1",32552,32552,1,"-"
"10904","NW_016094268.1",3808821,3808821,1,"-"
"10905","NW_016096500.1",6698,6698,1,"-"
"10906","NW_016094444.1",394970,394970,1,"+"
"10907","NW_016094362.1",244908,244908,1,"-"
"10908","NW_016094653.1",110269,110269,1,"-"
"10909","NW_016094251.1",3872944,3872944,1,"-"
"10910","NW_016094491.1",434292,434292,1,"-"
"10911","NW_016094332.1",703441,703441,1,"-"
"10912","NW_016094287.1",2474728,2474728,1,"+"
"10913","NW_016094368.1",49257,49257,1,"+"
"10914","NW_016094276.1",535860,535860,1,"+"
"10915","NW_016094415.1",493375,493375,1,"+"
"10916","NW_016094241.1",6862276,6862276,1,"+"
"10917","NW_016094797.1",13628,13628,1,"-"
"10918","NW_016094273.1",349344,349344,1,"+"
"10919","NW_016094244.1",831827,831827,1,"+"
"10920","NW_016094369.1",1047169,1047169,1,"+"
"10921","NW_016094509.1",229411,229411,1,"-"
"10922","NW_016095430.1",15378,15378,1,"+"
"10923","NW_016094294.1",2809639,2809639,1,"+"
"10924","NW_016094265.1",2840821,2840821,1,"-"
"10925","NW_016094557.1",190356,190356,1,"+"
"10926","NW_016094423.1",786195,786195,1,"-"
"10927","NW_016094557.1",249375,249375,1,"-"
"10928","NW_016094278.1",1294589,1294589,1,"-"
"10929","NW_016094342.1",1041152,1041152,1,"-"
"10930","NW_016094947.1",41765,41765,1,"-"
"10931","NW_016094275.1",1161204,1161204,1,"+"
"10932","NW_016094289.1",212016,212016,1,"-"
"10933","NW_016094261.1",3779097,3779097,1,"+"
"10934","NW_016094366.1",156170,156170,1,"+"
"10935","NW_016094281.1",502318,502318,1,"+"
"10936","NW_016094561.1",260907,260907,1,"+"
"10937","NW_016095303.1",14686,14686,1,"-"
"10938","NW_016094241.1",4570726,4570726,1,"-"
"10939","NW_016094292.1",935644,935644,1,"+"
"10940","NW_016094250.1",3705831,3705831,1,"-"
"10941","NW_016094289.1",1066583,1066583,1,"+"
"10942","NW_016094309.1",639020,639020,1,"-"
"10943","NW_016094412.1",192155,192155,1,"-"
"10944","NW_016094262.1",4570037,4570037,1,"+"
"10945","NW_016094368.1",866102,866102,1,"-"
"10946","NW_016094505.1",256640,256640,1,"-"
"10947","NW_016094311.1",994742,994742,1,"+"
"10948","NW_016094373.1",1155586,1155586,1,"+"
"10949","NW_016094265.1",109018,109018,1,"-"
"10950","NW_016094316.1",11270,11270,1,"-"
"10951","NW_016094252.1",1736634,1736634,1,"+"
"10952","NW_016094290.1",577639,577639,1,"-"
"10953","NW_016094262.1",364229,364229,1,"-"
"10954","NW_016094337.1",1183656,1183656,1,"-"
"10955","NW_016096655.1",2172,2172,1,"+"
"10956","NW_016094285.1",1911918,1911918,1,"-"
"10957","NW_016094317.1",2013290,2013290,1,"+"
"10958","NW_016094379.1",823933,823933,1,"-"
"10959","NW_016094297.1",2362868,2362868,1,"-"
"10960","NW_016094398.1",310123,310123,1,"-"
"10961","NW_016094340.1",1480833,1480833,1,"-"
"10962","NW_016094297.1",301831,301831,1,"+"
"10963","NW_016094256.1",2635715,2635715,1,"-"
"10964","NW_016094290.1",2980583,2980583,1,"+"
"10965","NW_016094273.1",2103703,2103703,1,"+"
"10966","NW_016094313.1",3032,3032,1,"+"
"10967","NW_016094271.1",1586537,1586537,1,"+"
"10968","NW_016094246.1",1671233,1671233,1,"-"
"10969","NW_016094290.1",1806698,1806698,1,"-"
"10970","NW_016094432.1",595179,595179,1,"-"
"10971","NW_016094247.1",1231731,1231731,1,"-"
"10972","NW_016094403.1",671222,671222,1,"+"
"10973","NW_016094451.1",565442,565442,1,"+"
"10974","NW_016094242.1",5861080,5861080,1,"+"
"10975","NW_016094332.1",1762866,1762866,1,"+"
"10976","NW_016094665.1",162064,162064,1,"+"
"10977","NW_016094246.1",1848325,1848325,1,"-"
"10978","NW_016094569.1",67505,67505,1,"-"
"10979","NW_016095101.1",43860,43860,1,"-"
"10980","NW_016095010.1",3306,3306,1,"+"
"10981","NW_016094266.1",1753324,1753324,1,"+"
"10982","NW_016094277.1",1012423,1012423,1,"-"
"10983","NW_016094246.1",7219892,7219892,1,"-"
"10984","NW_016094252.1",2004869,2004869,1,"+"
"10985","NW_016094284.1",724597,724597,1,"-"
"10986","NW_016094247.1",3570342,3570342,1,"+"
"10987","NW_016094325.1",58191,58191,1,"+"
"10988","NW_016094430.1",171930,171930,1,"-"
"10989","NW_016094585.1",177883,177883,1,"-"
"10990","NW_016094475.1",135076,135076,1,"-"
"10991","NW_016094300.1",326329,326329,1,"+"
"10992","NW_016094364.1",864874,864874,1,"-"
"10993","NW_016094256.1",2064947,2064947,1,"+"
"10994","NW_016094269.1",311421,311421,1,"+"
"10995","NW_016094317.1",1266771,1266771,1,"-"
"10996","NW_016094318.1",1853389,1853389,1,"+"
"10997","NW_016095236.1",846,846,1,"+"
"10998","NW_016094282.1",626677,626677,1,"-"
"10999","NW_016094842.1",25751,25751,1,"+"
"11000","NW_016094281.1",695542,695542,1,"+"
"11001","NW_016094240.1",5676787,5676787,1,"+"
"11002","NW_016094541.1",39639,39639,1,"-"
"11003","NW_016094470.1",377929,377929,1,"+"
"11004","NW_016094427.1",303387,303387,1,"-"
"11005","NW_016094307.1",2005470,2005470,1,"+"
"11006","NW_016094250.1",2840474,2840474,1,"-"
"11007","NW_016094546.1",49905,49905,1,"+"
"11008","NW_016096817.1",7097,7097,1,"-"
"11009","NW_016094281.1",845861,845861,1,"-"
"11010","NW_016094275.1",835321,835321,1,"-"
"11011","NW_016094343.1",559032,559032,1,"+"
"11012","NW_016094243.1",1116246,1116246,1,"-"
"11013","NW_016094250.1",5869327,5869327,1,"+"
"11014","NW_016094280.1",2083104,2083104,1,"-"
"11015","NW_016094240.1",3949751,3949751,1,"-"
"11016","NW_016094252.1",5365682,5365682,1,"+"
"11017","NW_016094250.1",2630797,2630797,1,"+"
"11018","NW_016094280.1",134589,134589,1,"+"
"11019","NW_016094281.1",3392812,3392812,1,"-"
"11020","NW_016094554.1",134926,134926,1,"+"
"11021","NW_016094306.1",1672427,1672427,1,"-"
"11022","NW_016094262.1",2218966,2218966,1,"-"
"11023","NW_016094297.1",1068782,1068782,1,"-"
"11024","NW_016094252.1",198097,198097,1,"+"
"11025","NW_016094241.1",10617060,10617060,1,"-"
"11026","NW_016095615.1",11028,11028,1,"-"
"11027","NW_016096450.1",9691,9691,1,"+"
"11028","NW_016094316.1",367093,367093,1,"+"
"11029","NW_016095840.1",4118,4118,1,"-"
"11030","NW_016094242.1",8960417,8960417,1,"-"
"11031","NW_016094253.1",3249231,3249231,1,"+"
"11032","NW_016096034.1",10626,10626,1,"-"
"11033","NW_016094240.1",2265085,2265085,1,"-"
"11034","NW_016094336.1",166234,166234,1,"-"
"11035","NW_016094260.1",3622575,3622575,1,"+"
"11036","NW_016094403.1",374521,374521,1,"+"
"11037","NW_016094296.1",2282424,2282424,1,"-"
"11038","NW_016094375.1",270063,270063,1,"+"
"11039","NW_016097103.1",5996,5996,1,"+"
"11040","NW_016094250.1",4152733,4152733,1,"+"
"11041","NW_016094341.1",927947,927947,1,"-"
"11042","NW_016094446.1",86303,86303,1,"+"
"11043","NW_016094333.1",353703,353703,1,"+"
"11044","NW_016094603.1",114654,114654,1,"+"
"11045","NW_016094246.1",7311723,7311723,1,"-"
"11046","NW_016094390.1",156215,156215,1,"+"
"11047","NW_016094289.1",689939,689939,1,"+"
"11048","NW_016094261.1",1567771,1567771,1,"+"
"11049","NW_016094340.1",1183720,1183720,1,"+"
"11050","NW_016094240.1",5786008,5786008,1,"-"
"11051","NW_016094272.1",3844222,3844222,1,"+"
"11052","NW_016094269.1",3285449,3285449,1,"+"
"11053","NW_016094283.1",287495,287495,1,"+"
"11054","NW_016094339.1",723069,723069,1,"+"
"11055","NW_016094295.1",1353210,1353210,1,"+"
"11056","NW_016094726.1",57729,57729,1,"-"
"11057","NW_016095394.1",4936,4936,1,"-"
"11058","NW_016094293.1",2685579,2685579,1,"+"
"11059","NW_016094276.1",269262,269262,1,"+"
"11060","NW_016094404.1",164917,164917,1,"+"
"11061","NW_016094274.1",1041893,1041893,1,"+"
"11062","NW_016096767.1",725,725,1,"+"
"11063","NW_016094363.1",325880,325880,1,"-"
"11064","NW_016094241.1",4011644,4011644,1,"+"
"11065","NW_016094277.1",1323389,1323389,1,"-"
"11066","NW_016094246.1",2742317,2742317,1,"+"
"11067","NW_016094255.1",5079746,5079746,1,"-"
"11068","NW_016094270.1",25231,25231,1,"+"
"11069","NW_016094242.1",9324177,9324177,1,"-"
"11070","NW_016094356.1",771787,771787,1,"+"
"11071","NW_016094887.1",64547,64547,1,"-"
"11072","NW_016094691.1",76652,76652,1,"-"
"11073","NW_016094432.1",122236,122236,1,"-"
"11074","NW_016094253.1",2610374,2610374,1,"-"
"11075","NW_016094242.1",7373571,7373571,1,"+"
"11076","NW_016094380.1",251087,251087,1,"+"
"11077","NW_016094255.1",3897811,3897811,1,"+"
"11078","NW_016094287.1",2341117,2341117,1,"-"
"11079","NW_016094244.1",1078876,1078876,1,"-"
"11080","NW_016094328.1",1712826,1712826,1,"-"
"11081","NW_016094275.1",3206194,3206194,1,"-"
"11082","NW_016094278.1",978770,978770,1,"+"
"11083","NW_016094420.1",258839,258839,1,"+"
"11084","NW_016094420.1",203583,203583,1,"-"
"11085","NW_016094273.1",361662,361662,1,"-"
"11086","NW_016094312.1",48222,48222,1,"+"
"11087","NW_016094271.1",3981108,3981108,1,"+"
"11088","NW_016094813.1",57622,57622,1,"+"
"11089","NW_016094380.1",738091,738091,1,"+"
"11090","NW_016094518.1",304139,304139,1,"-"
"11091","NW_016094314.1",1101126,1101126,1,"+"
"11092","NW_016094542.1",388913,388913,1,"-"
"11093","NW_016094518.1",160338,160338,1,"+"
"11094","NW_016094256.1",1831638,1831638,1,"-"
"11095","NW_016094502.1",466953,466953,1,"+"
"11096","NW_016094300.1",394170,394170,1,"+"
"11097","NW_016094260.1",4015340,4015340,1,"+"
"11098","NW_016094354.1",834278,834278,1,"-"
"11099","NW_016094291.1",2577647,2577647,1,"-"
"11100","NW_016094378.1",853481,853481,1,"-"
"11101","NW_016094534.1",391885,391885,1,"+"
"11102","NW_016094434.1",259491,259491,1,"+"
"11103","NW_016096873.1",1317,1317,1,"-"
"11104","NW_016094442.1",119711,119711,1,"-"
"11105","NW_016094403.1",336324,336324,1,"+"
"11106","NW_016094241.1",10530330,10530330,1,"+"
"11107","NW_016094242.1",226123,226123,1,"+"
"11108","NW_016094252.1",4708481,4708481,1,"+"
"11109","NW_016094247.1",3494031,3494031,1,"-"
"11110","NW_016094324.1",398788,398788,1,"+"
"11111","NW_016096322.1",5746,5746,1,"-"
"11112","NW_016094259.1",2407824,2407824,1,"-"
"11113","NW_016094242.1",6812658,6812658,1,"+"
"11114","NW_016094302.1",2251914,2251914,1,"+"
"11115","NW_016094495.1",133440,133440,1,"-"
"11116","NW_016094461.1",375176,375176,1,"+"
"11117","NW_016094534.1",208465,208465,1,"-"
"11118","NW_016094430.1",584181,584181,1,"+"
"11119","NW_016094482.1",563526,563526,1,"-"
"11120","NW_016094280.1",1447055,1447055,1,"+"
"11121","NW_016094306.1",891932,891932,1,"-"
"11122","NW_016094329.1",1154108,1154108,1,"+"
"11123","NW_016094710.1",23081,23081,1,"-"
"11124","NW_016094299.1",492096,492096,1,"+"
"11125","NW_016094279.1",3213794,3213794,1,"+"
"11126","NW_016094981.1",65323,65323,1,"-"
"11127","NW_016094297.1",1202245,1202245,1,"-"
"11128","NW_016094276.1",539990,539990,1,"-"
"11129","NW_016094308.1",1612656,1612656,1,"+"
"11130","NW_016094647.1",120389,120389,1,"+"
"11131","NW_016094280.1",166517,166517,1,"-"
"11132","NW_016094428.1",783345,783345,1,"+"
"11133","NW_016094246.1",8137345,8137345,1,"+"
"11134","NW_016094409.1",207014,207014,1,"-"
"11135","NW_016095051.1",52785,52785,1,"+"
"11136","NW_016094400.1",941583,941583,1,"+"
"11137","NW_016094253.1",1172189,1172189,1,"+"
"11138","NW_016094249.1",6635799,6635799,1,"-"
"11139","NW_016094247.1",201978,201978,1,"-"
"11140","NW_016094563.1",88986,88986,1,"+"
"11141","NW_016094447.1",100547,100547,1,"+"
"11142","NW_016094462.1",178919,178919,1,"-"
"11143","NW_016094581.1",7233,7233,1,"-"
"11144","NW_016094403.1",279310,279310,1,"+"
"11145","NW_016094556.1",209070,209070,1,"-"
"11146","NW_016094328.1",281329,281329,1,"+"
"11147","NW_016094241.1",7700589,7700589,1,"+"
"11148","NW_016094288.1",861866,861866,1,"+"
"11149","NW_016094279.1",1719300,1719300,1,"-"
"11150","NW_016094299.1",1543237,1543237,1,"-"
"11151","NW_016094570.1",22,22,1,"+"
"11152","NW_016094455.1",45856,45856,1,"+"
"11153","NW_016094306.1",699606,699606,1,"+"
"11154","NW_016095662.1",14699,14699,1,"-"
"11155","NW_016094479.1",217983,217983,1,"+"
"11156","NW_016094398.1",127343,127343,1,"+"
"11157","NW_016094292.1",1429016,1429016,1,"-"
"11158","NW_016094271.1",592011,592011,1,"+"
"11159","NW_016094259.1",203820,203820,1,"+"
"11160","NW_016094283.1",1375344,1375344,1,"-"
"11161","NW_016094267.1",2321763,2321763,1,"+"
"11162","NW_016095711.1",16708,16708,1,"-"
